"","I","IIA","IIB","III","IV","V"
"2015-08-12",2.53115639769828,2.26020771520078,2.39175286965318,2.37620546128473,2.52112139626391,2.33673273151222
"2015-08-15",2.54201850980016,2.28112401571826,2.40151293167395,2.40221520990918,2.54043997327943,2.36240315974198
"2015-08-18",2.48399019249726,2.24774428949864,2.37131554969983,2.3837036751021,2.51494501537193,2.32619135108528
"2015-08-21",2.44614788899619,2.25256262196915,2.36464566257496,2.37400984209605,2.50611068681517,2.31978072847399
"2015-08-24",2.42685507011738,2.24393152111168,2.37074831143999,2.38506071303092,2.52723556950118,2.38718918405446
"2015-08-27",2.36828117655662,2.23160095868034,2.35511648674009,2.36823778556107,2.51695832723804,2.34681192311195
"2015-08-30",2.32265104193151,2.22268648665134,2.34282216049237,2.3493783078209,2.49706074567341,2.34599236070876
"2015-09-02",2.61828106464988,2.21050896229844,2.35868506196487,2.39637293536113,2.96648578382058,4.10948486043599
"2015-09-05",3.02602718795133,2.24450736282193,2.55051298730208,2.6747001637575,3.32437711933185,5.98628190785054
"2015-09-08",2.72843283657495,2.2067601144792,2.4017505338232,2.46639681446529,3.01938403385974,4.58941902759866
"2015-09-11",2.79304541974026,2.2229801206397,2.38925123574614,2.42994939418607,2.93065710531706,4.28289160214289
"2015-09-14",2.67273637271973,2.23098984337778,2.36489233601206,2.38770674114268,2.7969731717943,3.66652367823136
"2015-09-17",2.48626997524334,2.17926617526377,2.31356371004718,2.32203440239908,2.64047767737784,3.15786345404154
"2015-09-20",2.5103363210251,2.20104396073242,2.33423857895338,2.3236209223048,2.65886198581751,3.16988628411891
"2015-09-23",2.40929962517095,2.19860814823405,2.32472534449773,2.31061258382647,2.54536169375791,2.70799922749764
"2015-09-26",2.29517072463933,2.18347858013449,2.30362130623294,2.28647382721967,2.4845349529973,2.50300867900812
"2015-09-29",2.23437091752854,2.19424494998356,2.31337853871973,2.30924604900309,2.45633683823814,2.35396109559299
"2015-10-02",2.21111632363951,2.27097521405822,2.37620465471225,2.38410484262991,2.5040163952958,2.37221586993333
"2015-10-05",2.16740038315784,2.24744733709979,2.40438680361114,2.32315351299739,2.47125345065384,2.32887227080817
"2015-10-08",2.10981338832953,2.19145777711455,2.31459671816477,2.277554866742,2.43724791145955,2.29236852139926
"2015-10-11",2.09271550006577,2.17740826635843,2.30377197864252,2.27737181490906,2.42990593002299,2.28994275985075
"2015-10-14",2.10655059513002,2.23522537975947,2.40701074880833,2.63447830061992,2.70168712588134,2.53719736853697
"2015-10-17",2.18055619632933,2.25147066333128,2.404162184205,2.48037704481562,2.61393461309273,2.49242290119336
"2015-10-20",2.10513882201584,2.19229259508457,2.3279451378779,2.33379784511751,2.48051382142811,2.3229672757558
"2015-10-23",2.11930419289228,2.18280219074174,2.31864309195623,2.30260532360556,2.48770177476116,2.32351690814603
"2015-10-26",2.11488089070202,2.18314349872309,2.31176117122199,2.29149149110674,2.45094441684636,2.2908478835579
"2015-10-29",2.248856765601,2.27467001420946,2.39879593715287,2.27462380130382,2.42892602061119,2.2664528914763
"2015-11-01",2.22674169096573,3.67870625405321,3.19943356183814,2.55605431328104,2.60151257417776,2.32003111040093
"2015-11-04",2.18575542686974,2.81404844610172,2.69321934632778,2.41673594505001,2.54277497720285,2.33650733807898
"2015-11-07",2.08411154209589,2.34969858362811,2.39200277768405,2.29051255600321,2.43467074748197,2.25041180309678
"2015-11-10",2.04778161753674,2.24120779780679,2.31932356904994,2.27981871004178,2.41423052049779,2.25143984521527
"2015-11-13",2.05768027429053,2.21542776892307,2.32237979754001,2.45264055578374,2.56551810744367,2.3064151097662
"2015-11-16",5.02703260175869,5.38760892404037,4.82840874456451,5.70563619337287,4.48474069648476,3.91751040387547
"2015-11-19",4.27957403393306,4.12938303641718,4.30425428769972,5.73341763754285,4.84778565700096,4.6212321839643
"2015-11-22",7.7241288626337,9.96814803767886,10.0769722275537,7.76611271320307,5.8912692596061,5.20356449525149
"2015-11-25",3.9005081663754,4.59678959141706,4.73428425860021,4.24813239318392,3.30537881821128,2.93504427247826
"2015-11-28",3.89909905088035,4.67149061911821,4.4874673670979,5.72000130830466,5.16611533350461,5.69901295197178
"2015-12-01",3.26375043904229,3.68244470250539,3.70781021217679,4.81720238610629,4.90026541881361,3.56121039024149
"2015-12-04",2.99538008316917,4.22091777567161,3.21620233119621,4.02684732184294,3.94799604132316,3.06758571883371
"2015-12-07",2.60565723881018,3.1314581525695,2.69812001504257,3.25270359202932,3.32293833464572,2.83649803282552
"2015-12-10",2.67163960072759,3.4760168561318,2.77720010336744,3.75849434619911,3.40297436653291,3.23419992118306
"2015-12-13",10.5970578507705,12.8819034262681,11.8088043113973,11.3824236357608,8.30819021438356,6.88221761640399
"2015-12-16",20.0991248470368,14.9912802940735,20.1127560883633,13.0212564949552,7.07045562915076,4.62160200064065
"2015-12-19",15.9588427678742,16.5685061841387,17.0452143961243,13.1256825714235,7.37657669619683,4.35173337228174
"2015-12-22",11.43169745708,10.9369093561404,10.9447168566764,8.00319358291498,4.77971975777021,3.21230745567776
"2015-12-25",12.7782462859387,13.9159887881246,12.8487694949191,7.50212789986529,4.58151613605741,2.96042572247265
"2015-12-28",10.8332331356134,11.8909121221377,10.194925925537,6.34776137050614,4.03382263715938,3.07320951854881
"2015-12-31",9.49590843559108,9.08855609048576,8.0434601976321,4.64118013179208,3.28729401377434,2.6559454182065
"2016-01-03",8.0891541149744,7.16816674056006,6.1989274031168,3.6191055741584,2.94215910973243,2.50523143635763
"2016-01-06",7.00058258229841,5.86486021368299,4.75644225613302,2.90192871859139,2.66494170841929,2.39878669034657
"2016-01-09",7.80632923946433,7.75190657258033,5.77884415710798,3.73509767952718,3.4474718732014,3.86736622082056
"2016-01-12",10.8478999104367,11.9009466982784,12.5312161790728,8.55189290385812,4.44733409749645,2.94842666427396
"2016-01-15",10.7312271492963,16.0675940399294,12.9450364267667,12.0434003739986,11.7714516555325,7.47883117497453
"2016-01-18",8.51903203599487,12.0644972811138,8.43314578166645,7.66644044596561,6.69027287779019,5.05939492359112
"2016-01-21",7.39790354115902,10.274837815349,7.25723357395977,5.95670525950717,5.12091207384784,3.67037660748713
"2016-01-24",12.685443328522,18.1838176202364,15.658736404677,13.4390458789722,9.83527811897461,6.37420953110819
"2016-01-27",16.9302718254777,22.8688096743349,18.9661319589203,15.8581332261934,11.1027677680695,8.0365650011748
"2016-01-30",11.5513886501043,19.4481683541598,13.3127766450637,11.9362765925318,9.78499004687374,7.7335370670339
"2016-02-02",9.50219392890278,16.2777599197833,10.2068416772387,9.02799228031509,6.87653478953677,5.38937291605144
"2016-02-05",10.9372913877796,17.2516130486071,11.2445564597681,9.54316763771612,7.56548706452561,5.34748796206934
"2016-02-08",8.91149831115236,15.3107712169466,9.18418784907303,8.20747495678025,6.71114856868251,4.51625014713838
"2016-02-11",7.64754182354271,13.8756453349133,7.44496294820476,7.24745217169057,5.90953976721849,4.06909143116583
"2016-02-14",6.76987997730815,13.2569101231085,6.42837920473297,5.83023076658406,4.93836109390544,3.56613119291004
"2016-02-17",6.04743283340375,10.6242713585393,5.07238258444743,4.69461811762249,4.1882442184763,3.4689216743083
"2016-02-20",5.83249847439356,9.98817115367932,4.93850867030262,6.32791280219174,5.03788366505347,3.80506984591949
"2016-02-23",5.72548698171992,13.6362859499732,5.89757851666883,7.73956459050079,8.14215446410316,4.44641194126343
"2016-02-26",15.3844063492355,20.7007145178804,18.3827767271322,17.9719615094449,12.8913260216967,7.9172301580544
"2016-02-29",15.2698405209285,21.9347784418903,20.6630409103783,17.8738688296717,13.0027470979738,8.57547735531063
"2016-03-03",12.7557503132154,20.3693735880412,16.2467210915217,13.527998148507,10.328718033677,5.70721955073702
"2016-03-06",13.9178600127579,21.6446752358825,20.2091580560736,17.6924400787893,12.225245488718,5.28906582810783
"2016-03-09",13.9842953148644,18.9363112566132,16.9631020965532,17.4428796718688,17.9732489382802,20.0275336219731
"2016-03-12",18.2900090339186,20.4108261378959,18.5173948637459,17.752562192924,16.310485814261,12.6788156291493
"2016-03-15",17.190783716752,22.262508046699,19.931060899621,17.5413055047856,15.1796319749234,10.1181551384921
"2016-03-18",23.8033410319304,20.4355599218134,21.6795823584525,20.8365344314367,19.8080940453261,18.7757113660589
"2016-03-21",25.0008285082922,22.7940975149629,23.6851700635881,21.8989887915461,17.928957247922,15.2329502777844
"2016-03-24",20.6656417536426,18.9769075255995,18.4871009534031,16.8139071920363,13.7266645780942,10.8581318730729
"2016-03-27",18.5025482634605,17.1646818675416,15.74798936219,13.949091468011,11.0277555146196,8.8048744084587
"2016-03-30",16.6807472881247,14.5340257563892,13.1665421027869,11.2971369833837,8.88502512548522,7.16340181690839
"2016-04-02",18.389530192682,16.0803111900207,13.6034580143524,11.285428567816,9.60830892153089,8.16879143690784
"2016-04-05",18.7514910012592,13.5807211260346,11.9454592204122,10.4927319975248,9.16450768410505,8.33013471559979
"2016-04-08",22.0645460911835,18.365388185877,19.2561884283531,17.0603620576323,12.1077090861294,10.2991822134528
"2016-04-11",17.960556454163,15.4042215919656,14.9072110184688,12.5000454244049,8.65455839347238,8.08071298035864
"2016-04-14",16.3709477893398,13.0397829150187,12.5961160053207,10.6395953506259,7.21743750243104,6.50919043301013
"2016-04-17",14.9500671595988,11.198659990047,10.7454243413899,8.57181124504095,5.99009991117875,5.48492657672762
"2016-04-20",13.5119145210003,9.75561284647887,9.19999231887074,7.11830488983827,5.07323730602612,4.62830707222284
"2016-04-23",12.4342819515787,8.53822153223933,7.90954787111989,5.99694750096717,4.5151632159844,4.0750532830377
"2016-04-26",11.8801858846996,7.63316405777385,7.23795605874587,5.25068197293957,4.14849529582631,3.84269316068389
"2016-04-29",11.0738347394249,6.7263369148745,6.37927983091536,4.56035270677758,3.70788953968954,3.39822104405094
"2016-05-02",10.3259037409406,5.9074753553778,5.68615826343445,4.01627137736075,3.41390397980664,3.16823691770659
"2016-05-05",9.47797152816598,5.16777264477647,4.92974201601182,3.5495522997046,3.1622003119937,2.94919085089457
"2016-05-08",8.96639200739657,4.57759928091259,4.40649218308217,3.28103753837829,3.03355229601223,2.799774881915
"2016-05-11",8.26481275349437,4.00738691585058,3.90296456741359,2.9706576696611,2.85420459585327,2.67166936837279
"2016-05-14",7.67052901895968,3.61578151895711,3.53535034542927,2.81016566603914,2.77881707294214,2.7607270786091
"2016-05-17",7.24249515973962,3.37025597883556,3.34132409174034,2.72107704396474,2.75695252383237,2.6795569623222
"2016-05-20",6.89457279567727,3.15635022243121,3.20177049741068,2.66903951753139,2.74967537054433,2.6483758608351
"2016-05-23",6.46495054757999,2.98829592768845,3.070027725852,2.607268552531,2.71939603973503,2.60400076135652
"2016-05-26",6.91861745174769,3.48582782233605,3.43628497171249,3.46657591484661,3.71637179327268,2.97073395172519
"2016-05-29",6.24093254554931,3.0142288190584,3.1127160042561,2.95578453100199,3.15255750137726,2.94746735154622
"2016-06-01",5.81682944771388,2.84029049672899,2.96443847725162,2.74191269148412,2.92387525627211,2.65842715751162
"2016-06-04",5.548594608278,2.75269626683627,2.87327795479335,2.63911155027814,2.81927997467653,2.6241930592997
"2016-06-07",5.38091532377092,2.69562405070451,2.85209833383491,2.59653083646082,2.78542423492485,2.67760734504717
"2016-06-10",5.96209717774712,2.59716850867896,2.83757554167267,2.59813846419603,2.88574854926612,2.70767471814201
"2016-06-13",5.72180148624212,2.59611807858962,2.88651286279309,2.59460586401811,2.81284195280076,2.60973225021442
"2016-06-16",5.24897420336468,2.47928146144788,2.73936995687226,2.49308060592808,2.69317669700823,2.48517565918535
"2016-06-19",5.04893673369948,2.42125107332703,2.66878836481322,2.44398431126485,2.65499341511713,2.45515583040292
"2016-06-22",5.06362702702096,2.43926248475292,2.68901596590548,2.53350965170268,2.83054556912265,2.62711622931471
"2016-06-25",4.8387122863812,2.40050967548892,2.64786804697469,2.47133352163979,2.78018969462145,2.87763149744948
"2016-06-28",4.57941638448656,2.3678398036323,2.58443527375561,2.4434600186787,2.68881424922512,2.62045912235951
"2016-07-01",4.48195809382509,2.33091745435615,2.52440728906263,2.45127228006241,2.64611352246323,2.51168089037062
"2016-07-04",4.45521758182465,2.36738527281835,2.56238816373925,2.47956416780648,2.67028861914265,2.50710062650001
"2016-07-07",4.39794711389288,2.3533572606581,2.54286349713185,2.55451867244572,2.67784540975454,2.49732358241378
"2016-07-10",4.28187967718153,2.37113244544946,2.55154006916243,2.58636782383424,2.75867970756346,2.87866515116517
"2016-07-13",4.21136301621575,2.4024890470967,2.55204487371035,2.57820898880602,2.74422521809721,2.82328571046228
"2016-07-16",4.06686119647399,2.36751825812039,2.54097585566237,2.54882675989083,2.69103772517573,2.61772382816913
"2016-07-19",3.88624034122997,2.384574830787,2.52535754409855,2.50271714492695,2.6447888374386,2.52019218789883
"2016-07-22",3.60101048423892,2.3334166607781,2.45430428834286,2.42002295740013,2.56521148638917,2.42080364319789
"2016-07-25",3.44047112190388,2.32892863798419,2.44948923442263,2.42065284348969,2.58018377860774,2.61436197649914
"2016-07-28",3.2584011737355,2.29376201243378,2.42112296896576,2.38992207968079,2.55432165917099,2.45237195301856
"2016-07-31",3.16420755447053,2.29761562885463,2.42031540769797,2.37433753165682,2.537052529335,2.41781947430474
"2016-08-03",3.03904768707056,2.28438549615136,2.4353856891357,2.38010619300104,2.54821003866116,2.41727310670009
"2016-08-06",2.96258006947444,2.28853903594334,2.43883833357233,2.35802354525855,2.54147590088904,2.37088206511372
"2016-08-09",2.8496837919594,2.29968192539865,2.43454820281843,2.3725664679537,2.55444928750057,2.40416493872388
"2016-08-12",2.72874524962238,2.26587809267877,2.40086464590626,2.33871422941976,2.52515848114085,2.34108061018245
"2016-08-15",2.6663855431888,2.2785539523614,2.40351848584492,2.34358602729173,2.53306382972053,2.35484363536186
"2016-08-18",2.57429393843688,2.26512258477294,2.38929999005703,2.34449836887054,2.52343852691443,2.36842840947409
"2016-08-21",2.50397232158308,2.23883958976909,2.37016826636874,2.32292444880165,2.50441619464219,2.35028821617562
"2016-08-24",2.51246372271363,2.26389516404166,2.3759510829969,2.3422511289551,2.51704519355089,2.35287528812352
"2016-08-27",2.42519176791417,2.24791290011915,2.34674588708318,2.32319168716649,2.50213980696191,2.33114904141108
"2016-08-30",2.3785880159392,2.23701061458215,2.3460785601116,2.3006117833878,2.48929858561119,2.29826285142618
"2016-09-02",2.36504951651403,2.2282945039614,2.37684120264298,2.31446722333345,2.48460889593611,2.32694094447031
"2016-09-05",2.30616758691416,2.20902466754936,2.35425748048127,2.29395343106819,2.46309815127389,2.28860941777351
"2016-09-08",2.23691973618101,2.20340301358625,2.33963615910653,2.28548483855337,2.45215921519938,2.28868343476545
"2016-09-11",2.21804926989243,2.18812552701138,2.33160957791912,2.29298635733474,2.47168029672652,2.32897449417151
"2016-09-14",2.20766640970122,2.1813113090058,2.32531781331801,2.27611872830679,2.45681121613045,2.29316059197262
"2016-09-17",2.2211012150037,2.17139958853179,2.31966033305961,2.2830073489478,2.47321863399819,2.35208437963604
"2016-09-20",2.22054902903257,2.1763864016854,2.32510455086409,2.29380354079347,2.48116499310668,2.43805792160836
"2016-09-23",2.18418801181672,2.15903692620555,2.29438669986757,2.26739960790439,2.43537498445896,2.314365220074
"2016-09-26",2.17770224710741,2.16911718409862,2.30181440264835,2.27629132383557,2.43696606619292,2.30288022328819
"2016-09-29",2.17906176265451,2.17752126737549,2.30729213816621,2.28131201831173,2.45315376137209,2.4540758760911
"2016-10-02",3.51411445449609,2.94628099932159,3.28676024938689,3.77531171986282,3.18893962863172,3.70676130499653
"2016-10-05",2.44603942120677,2.32555175825657,2.54259537030976,2.67492251850122,2.62369152233612,2.45851182048599
"2016-10-08",2.451594014329,2.37236304283966,2.54787350342572,2.60615287477575,2.65614789355382,2.45558604801792
"2016-10-11",2.20596941016981,2.20222855650937,2.34193005259116,2.31892820316805,2.45090202200838,2.28263486960417
"2016-10-14",2.29968908125475,2.26798053864213,2.41141317873389,2.39212233636903,2.55975866878884,2.38723722054623
"2016-10-17",2.17098993445862,2.17912921023552,2.31371720048119,2.2906932501103,2.45929160578079,2.29917295878943
"2016-10-20",2.21792557030888,2.24617452372453,2.38602828412104,2.37011917093844,2.52381573268326,2.39473776928643
"2016-10-23",2.20245805360308,2.229613394305,2.39511251036837,2.34143460558525,2.5209991888465,2.55340129759692
"2016-10-26",2.11955269364865,2.2715631898783,2.34223341017444,2.38099163876779,2.57033670132888,2.30043160856197
"2016-10-29",2.08088160113704,2.18167054555498,2.30854585815894,2.28270267481679,2.43501957336046,2.26949176070939
"2016-11-01",2.08370215559039,2.26935315788146,2.42724603001011,2.39196318028885,2.63226352291177,2.38167046503715
"2016-11-04",2.07722972109893,2.5396178441713,2.39646364182665,2.41556589107628,2.54351716611112,2.29638145024971
"2016-11-07",2.08818823823292,2.2244987572175,2.34064959788213,2.32220057414929,2.67092819921048,2.30002218555838
"2016-11-10",7.60151878830394,4.33032285860359,4.94489818894691,4.14433885707202,3.64098293866228,3.88606839727624
"2016-11-13",10.4278885508768,4.77523463117855,5.76546631828068,6.29372823280428,4.47741929152066,3.69430697531518
"2016-11-16",8.33958038501483,5.19258423137524,5.14594080931453,4.87678154306733,3.56843326200945,3.35883164653625
"2016-11-19",7.7958028633524,7.14383278185355,6.05346277630609,6.10309399377732,4.08280277412848,3.21804046528041
"2016-11-22",5.74507239941398,4.58943493068797,3.90065049957193,4.01532029768994,3.4778637372089,2.62153266186144
"2016-11-25",16.4544628196477,14.7301354940282,15.7331193287989,14.8375515934473,9.82888730506092,8.38464353003971
"2016-11-28",10.4886620104569,14.0383116892632,11.5074107311057,9.32456754148778,5.69768018711164,4.53476860451321
"2016-12-01",8.88890550029707,9.15244481604522,8.53125794276269,7.07588851976761,4.03870494051506,3.30765507756016
"2016-12-04",9.9881344105237,10.1797500058652,8.73983169645899,6.68946282103682,3.97059634702935,3.31522432849394
"2016-12-07",9.39130690240972,10.0248899895599,8.12195669148396,6.05102532144597,3.43629514349559,2.85584063100786
"2016-12-10",20.8020891074187,18.9290504856955,17.6908767135458,15.3507828557468,13.0073636475368,11.749558104365
"2016-12-13",22.4514414142584,21.6243506385567,22.0997222282431,21.4585205012846,18.8654223530236,13.9455645591943
"2016-12-16",24.0309808558933,23.1841109201583,23.9414309107364,22.6016543614402,19.693739454433,14.9532937890248
"2016-12-19",22.4606442973264,23.9851722824924,22.9726669572658,18.5267703859675,14.4248280674673,9.57071583659353
"2016-12-22",21.3824970676859,21.5537000185107,20.9939989852635,15.6694553182545,11.2442649305289,7.88008855160251
"2016-12-25",23.3935692561585,22.6400714486985,23.5160679390144,21.8879480113985,19.3126203314682,14.6414151836835
"2016-12-28",22.6631542586094,22.4596908699226,23.0094080332008,22.9995065578973,21.9768323191078,18.5744942480466
"2016-12-31",22.1388030646265,22.5462906882861,23.3784915062236,22.5926449156717,19.5917242437101,13.2755745057188
"2017-01-03",22.2248754459107,23.7048119589498,24.3979688824286,23.6834669685359,20.7191015974001,10.7849966458952
"2017-01-06",24.1066846762593,24.1136395723511,24.9199592632347,24.400102528554,23.1940952250015,16.9060665581276
"2017-01-09",24.8768778012098,24.5437227935954,25.1532529672164,24.6320378125977,22.6903412924492,13.5840046941958
"2017-01-12",24.9814919037862,24.5854381606277,25.2234948923623,24.5099157083304,22.0028111930546,13.0830918711053
"2017-01-15",25.320517186809,25.1136001709651,25.3386788249208,25.3239075522192,24.8243617213026,19.7085571813636
"2017-01-18",24.683435080719,25.06048631167,24.8605089213718,23.713321987416,21.4916475016623,14.8056562060652
"2017-01-21",24.8019480065041,24.7166589845334,24.6483534355027,23.9160043393545,21.7861220395607,15.380862717234
"2017-01-24",23.397846169429,24.3142932763439,24.1397539430319,23.8047917771548,21.8387539423501,13.6575779575697
"2017-01-27",24.6475292404735,24.6580378214311,24.5934209393792,24.8568542173042,23.5769663381471,16.9009594426157
"2017-01-30",22.8636111419935,24.1449107665151,23.3246790174967,24.1363473698414,23.2529751976165,17.8983124268851
"2017-02-02",23.4365125319174,24.1518939258569,23.8422838788772,24.4519342217289,21.7809468059735,14.369365028555
"2017-02-05",23.4624122987343,24.479666571097,24.4730451692863,24.7414095951711,23.3869002682749,14.8896608110362
"2017-02-08",20.2310446529616,24.098662743016,21.1842254376488,20.7248516713599,18.7292789028494,10.8862656359376
"2017-02-11",20.5991931510642,22.9144801483653,21.4861245964745,20.1887102117446,16.5699632314069,9.36242622488731
"2017-02-14",21.8991584545806,24.658896948972,23.5119193244665,20.6242308300471,16.6426839268875,11.8509482335738
"2017-02-17",23.0568823482474,24.671288914754,24.3318453205288,23.9370556060622,22.6252615225589,20.672475509349
"2017-02-20",19.3996595221708,23.9829989522548,22.2432109600793,22.4112404817729,21.5733169839772,16.0485027153512
"2017-02-23",21.3264961662189,23.765569183553,23.1740484598383,24.0296468565908,22.9297692639177,18.0554331759513
"2017-02-26",24.8030943133048,24.5891950372375,24.6746250747042,24.6577517475241,23.696757959317,17.1858915378313
"2017-03-01",23.6714809981435,24.2087751139653,23.8354833620054,23.7013049873466,21.1853175868143,13.9095069638115
"2017-03-04",24.6188724639457,24.2848400368614,24.8771671160008,25.0618309762195,23.3927987300283,14.8466837553871
"2017-03-07",21.4380477225355,22.2412057930311,21.2341222427755,22.6840775016788,21.7364702873468,13.9515864110467
"2017-03-10",21.0223963820438,22.2259844240898,20.1808203856415,20.8802484663751,19.1838669084181,12.4685167388688
"2017-03-13",18.1373475623489,18.1949787583816,16.7045689608544,17.0702587390814,14.9481663184096,9.67117563915162
"2017-03-16",16.3614987213151,15.7929206172153,14.1507939115902,14.4401879096282,12.3695580198619,8.26841242059372
"2017-03-19",21.4494834223653,19.2661997526301,17.5822696847922,15.7708674529172,13.2151533517159,9.19645662799964
"2017-03-22",20.7818334344553,21.494343222916,18.9060045067359,17.4450155998932,13.0364141766217,8.32391765503066
"2017-03-25",19.9110353932965,19.0824108945767,16.3286402510008,14.2170182433625,11.2302471276719,7.34415959783174
"2017-03-28",17.5385243137744,15.7151639840908,13.4118450792859,11.7649154717504,9.03988751162756,6.16215264983612
"2017-03-31",15.9265013582575,13.8721639170265,11.5657851697965,9.97544155230525,7.68189044892388,5.39182958946945
"2017-04-03",14.610387605487,13.4108178634466,10.4494347202433,9.06233842076584,6.87440583931143,4.77524379854273
"2017-04-06",13.3591677795737,11.4615098526805,8.98874315345354,7.81708350163083,6.50808625701545,4.45844322881881
"2017-04-09",12.0696620601574,9.93737420152147,7.75506198751917,6.54637103144671,5.49705792721471,3.99362405905248
"2017-04-12",11.7176692762473,8.84323301146157,7.03717595809473,5.85842110168667,5.26274586606906,3.73983023898452
"2017-04-15",17.1235833219791,16.2126633294683,13.0489500348112,11.2717127491244,9.69463523164809,6.98929886853088
"2017-04-18",12.1733787401676,11.4954034149985,8.94670888661728,7.87807127359743,6.24842504797935,4.39900315967391
"2017-04-21",11.448826072545,10.2294219060174,8.05244189896902,7.92512369929312,6.83872388688792,4.5587258947497
"2017-04-24",15.8324842533962,11.4682170753,10.4375613700437,12.7867068534336,10.281930474494,6.77936245230187
"2017-04-27",12.6340373756775,10.4572127852954,8.98647259334193,9.49159391213968,7.58901041942059,5.52959626889402
"2017-04-30",12.8262173471993,9.95898070209995,8.63099358670556,9.21404139211425,7.51307948221213,6.62284909884329
"2017-05-03",11.624265187998,9.0287830635263,7.76463718654534,8.19578780653739,6.51559755725937,5.85544801498305
"2017-05-06",10.6996865033879,8.09825052093453,6.82402786293954,7.12322934567298,5.64011409778742,5.00851051945658
"2017-05-09",10.0834094266164,7.41579562276256,6.13963105981764,6.37002063789951,5.06951409597198,4.58105778526377
"2017-05-12",10.0485553294012,7.82291432351636,6.71092806082599,6.08211653958265,4.67432299346502,4.23499165675392
"2017-05-15",9.69624119680106,7.49181529925474,6.46912578241948,5.5181667886089,4.36069443291045,3.9204328074941
"2017-05-18",8.94294194560949,6.73274062554625,5.79362678697833,4.94894444975786,4.00942769681973,3.64610425615028
