"District","Year","Month","AverageEVI","MaxEVI","MinEVI","MedianEVI"
"UMP","2014","04",0.296744490226273,0.423447526475266,0.131636959214783,0.31300872794565
"Umzingwane","2014","04",0.273637607321068,0.43246458878097,0.046269310493248,0.300977329253428
"Wedza","2014","04",0.247069872403962,0.401490849724979,-0.0230134689504812,0.273041683642328
"Zaka","2014","04",0.303145451069667,0.477305402367043,0.0309993133700419,0.337864522378987
"Zvimba","2014","04",0.304746039335772,0.44246809753555,0.115402682456537,0.29871982640899
"Zvishavane","2014","04",0.279664374449245,0.433689990806769,0.0768225995572309,0.307269788361467
"Beitbridge","2014","11",0.0892910557642008,0.169301879542676,-0.0955535574906168,0.122911921563076
"Bikita","2014","11",0.163388778421009,0.314229067861983,-0.487783895046654,0.188642775239334
"Bindura","2014","11",0.161307928340996,0.216208576506042,-0.1017450409322,0.175711769343146
"Binga","2014","11",0.176531327367937,0.237218589518834,-0.0345391836710472,0.18842684368572
"Bubi","2014","11",0.166796044385984,0.255543031684557,0.0373580752771764,0.17961849433248
"Buhera","2014","11",0.120160277388719,0.26175262813902,-0.768024877205905,0.158963307418368
"Bulawayo","2014","11",0.150229905653982,0.250633994208198,-0.0317049260968874,0.166798684369147
"Bulilima (North)","2014","11",0.178852021594464,0.276985378635996,-0.0295190328848177,0.195730271157455
"Centenary","2014","11",0.153809088427888,0.194942622155441,-0.181043543825189,0.167172532177317
"Chegutu","2014","11",0.150380541658551,0.235908386620433,-0.489629971468345,0.176765892044457
"Chikomba","2014","11",0.146264852632464,0.234589425612266,-0.588577466057949,0.184794359570838
"Chimanimani","2014","11",0.248824321454609,0.360555710626794,0.0277089920051298,0.247605411137342
"Chipinge","2014","11",0.186612556649397,0.288603633966021,-0.0589325835945949,0.191950874604664
"Chiredzi","2014","11",0.1388205565008,0.241854995515936,-0.0828858179984153,0.164132002672967
"Chirumhanzu","2014","11",0.167621650256472,0.236699572628733,-0.154023387477779,0.189394737813416
"Chivi","2014","11",0.160356769179881,0.236177344425254,-0.0550443151702775,0.184675460535222
"Gokwe North","2014","11",0.156423734320723,0.210786497333718,-0.267006551795292,0.175614784017679
"Gokwe South","2014","11",0.194562128574456,0.270663849717052,-0.174321008763961,0.207678734186441
"Goromonzi","2014","11",0.189625371015829,0.251887768708896,0.0130907254648928,0.201327418463625
"Guruve","2014","11",0.164134753582462,0.201803282822357,-0.0876902130296074,0.178920647241443
"Gutu","2014","11",0.151002922782882,0.242825124378942,-0.249980673775314,0.187860817347376
"Gwanda","2014","11",0.134365038408632,0.22106842974836,-0.0864715548258587,0.169160810097604
"Gweru","2014","11",0.153761043304834,0.231747035579913,-0.0624098517534504,0.171651232874663
"Harare","2014","11",0.1755445092728,0.237744855363957,-0.0398621424616053,0.188269999961015
"Hurungwe","2014","11",0.170582158697877,0.235184977023003,0.0481832252244015,0.183400592675984
