district_id,district_name,year,yeard,h_k3,a_k3,m0_k3,m1_k3,m2_k3,g0_edu_max_k3,g1_edu_max_k3,g2_edu_max_k3,g0_edu_dropout_k3,g1_edu_dropout_k3,g2_edu_dropout_k3,g0_hea_chronic_k3,g1_hea_chronic_k3,g2_hea_chronic_k3,g0_hea_visit_k3,g1_hea_visit_k3,g2_hea_visit_k3,g0_employment_k3,g0_assets_k3,g1_assets_k3,g2_assets_k3,g0_services_k3,g1_services_k3,g2_services_k3,g0_electricity_k3,g0_cooking_fuel_k3,g0_water_k3,g0_toilet_k3,g0_land_k3,g0_livestock_k3,g0_rural_equip_k3,maxevi,surfacemoisture,rainnovdec,rainnovjan,rainnovfeb,rainnovmar,rainnovapr,rainnovmay,sum10_20,sum10_20_novdec,sum10_20_novjan,sum10_20_novfeb,sum20p,sum20p_novdec,sum20p_novjan,sum20p_novfeb,dryspells
51,Seke,2011,0,0.5709967,0.4850471,0.2769603,0.1605374,0.1316268,0.1563113,0.0903771,0.0410969,0.0351725,0.0468526,0.0429504,0.2992548,0.1496274,0.1496274,0.2655277,0.1327638,0.1327638,0,0.4246064,0.3198481,0.267469,0.3652286,0.2109227,0.1059982,0.2086974,0.2735217,0.1043971,0.0968942,0.1245076,0,0.2770036,0.5495559,,2.065988,5.030308,5.946175,6.549157,6.855102,6.868016,0,0,0,0,3,0,0,1,3
51,Seke,2017,1,0.6255431,0.4624324,0.2892714,0.1591007,0.1373552,0.0578143,0.0289071,0.0096357,0.0125116,0.016677,0.0150047,0.3480408,0.1740204,0.1740204,0.3302233,0.1651116,0.1651116,0,0.4963279,0.4185987,0.379734,0.4341545,0.1750241,0.0697352,0.2194802,0.2874872,0.0782468,0.0778418,0.0782611,0,0.3276887,0.5713183,16.345,2.741711,5.540209,7.433631,8.110306,8.573171,8.603352,1,0,0,0,2,0,0,0,3
52,Shamva,2011,0,0.3914723,0.4309385,0.1687005,0.0900306,0.0726073,0.1297047,0.0760254,0.0352014,0.0053547,0.0080321,0.0080321,0.3299375,0.1649688,0.1649688,0.1224358,0.0612179,0.0612179,0,0.2417712,0.1758386,0.1428724,0.1837546,0.0810386,0.0306064,0.1728883,0.1912169,0.0836272,0.0475238,0.0282006,0,0.0662391,0.5473816,,2.341632,5.486903,6.756586,7.402499,7.767242,7.770233,2,0,0,1,2,0,0,0,4
52,Shamva,2017,1,0.5219427,0.4400114,0.2296608,0.1180151,0.0895873,0.1124721,0.0562361,0.0187454,0.0163595,0.0168078,0.0117521,0.0746782,0.0373391,0.0373391,0.1758943,0.0879472,0.0879472,0,0.4612684,0.3433531,0.2843954,0.419229,0.1600036,0.0536166,0.1695965,0.2583334,0.1177327,0.1129949,0.0043125,0,0.2589058,0.5241825,16.49563,2.266093,5.911586,7.621286,9.247546,9.688367,9.721086,1,0,0,0,1,0,0,0,2
53,Shurugwi,2011,0,0.4293333,0.4473803,0.1920753,0.1113695,0.092029,0.1560222,0.0932154,0.0444952,0.0293547,0.0276746,0.0221591,0.2858402,0.1429201,0.1429201,0.1921743,0.0960872,0.0960872,0.0058338,0.3514904,0.2811266,0.2459447,0.1735959,0.0857696,0.0357039,0.148311,0.1795288,0.0768179,0.0922,0.0336089,0,0.0999368,0.4507103,,1.914963,5.497516,5.654131,6.102945,6.410945,6.471643,4,0,0,0,2,0,0,1,6
53,Shurugwi,2017,1,0.5067719,0.4633137,0.2347943,0.1217542,0.1029588,0.0838798,0.0419399,0.01398,0,0,0,0.6991868,0.3495934,0.3495934,0.0649634,0.0324817,0.0324817,0.0186875,0.3688927,0.3046266,0.2724936,0.3350793,0.1086777,0.0293984,0.1629093,0.2497724,0.0808395,0.0713922,0,0,0.0949432,0.4757082,15.70697,2.195416,4.554771,7.280546,7.878885,8.476064,8.477697,2,2,2,2,2,0,0,0,4
54,Tsholotsho,2011,0,0.6709011,0.4566056,0.3063372,0.1677788,0.1383679,0.1557237,0.0793076,0.0273997,0.0214306,0.0228933,0.0187113,0.3965458,0.1982729,0.1982729,0.2088412,0.1044206,0.1044206,0,0.6100284,0.5313509,0.4920121,0.3552198,0.1539096,0.0568511,0.2745123,0.3313074,0.0697566,0.282899,0.0117613,0,0.1921774,0.4961647,,1.808259,3.863093,4.466457,5.024655,5.816229,5.850959,1,0,0,0,3,0,0,1,4
54,Tsholotsho,2017,1,0.7828274,0.4905643,0.3840272,0.2077164,0.1634334,0.2840511,0.145981,0.0521203,0.0321322,0.0247505,0.018622,0.5895985,0.2947992,0.2947992,0.2887534,0.1443767,0.1443767,0,0.675565,0.5425757,0.4760811,0.5939173,0.2667898,0.108824,0.2089528,0.3897691,0.0948623,0.291253,0.0237585,0,0.1756453,0.529662,11.71905,1.673782,3.922127,5.892687,6.497551,7.237889,7.237889,3,1,1,1,1,0,0,0,4
55,Umguza,2011,0,0.67595,0.4737864,0.3202559,0.1878285,0.1509068,0.2108878,0.1224066,0.0567898,0.0268024,0.0312277,0.0269097,0.4264482,0.2132241,0.2132241,0.1342265,0.0671133,0.0671133,0.0058997,0.5726719,0.4940723,0.4547726,0.4217593,0.2451251,0.1111959,0.2425722,0.2988012,0.1344675,0.2014538,0.1008102,0,0.2656303,0.5285311,,1.762105,4.212713,4.665398,5.062825,5.993086,6.046187,5,0,0,0,1,0,0,1,6
55,Umguza,2017,1,0.8213631,0.4887021,0.4014019,0.2171537,0.1767589,0.2433613,0.1216806,0.0405602,0.0139233,0.006799,0.0039818,0.7274942,0.3637471,0.3637471,0.1694671,0.0847336,0.0847336,0,0.7525867,0.6271912,0.5644935,0.6711274,0.2367051,0.0757452,0.1954267,0.4006662,0.0752047,0.2367648,0.0703042,0,0.2569909,0.526668,12.73604,1.486675,4.1914,6.589447,7.142042,7.671651,7.671651,0,0,0,0,2,0,0,0,2
56,Umzingwane,2011,0,0.6561831,0.4766597,0.312776,0.1862717,0.1554646,0.2357177,0.1289233,0.0519221,0.0270209,0.0312484,0.0259677,0.361042,0.180521,0.180521,0.2804216,0.1402108,0.1402108,0,0.5888562,0.4822828,0.4289961,0.2646894,0.1585091,0.0867062,0.2612139,0.2986165,0.1434322,0.1643912,0.1089819,0,0.2369888,0.5081328,,2.069575,4.356356,4.63669,4.925991,5.709335,5.773517,3,0,0,0,2,0,0,1,5
56,Umzingwane,2017,1,0.6647241,0.4641164,0.3085093,0.1718502,0.1375508,0.1535357,0.0767679,0.0255893,0,0,0,0.5600293,0.2800146,0.2800146,0.1239683,0.0619842,0.0619842,0,0.5244697,0.4187666,0.3659151,0.5168272,0.2451094,0.1032039,0.2036366,0.3222024,0.1306901,0.1535145,0.0795648,0,0.1624001,0.4998973,14.53305,1.472215,4.334992,6.917485,7.383473,7.787114,7.787114,2,1,1,2,2,0,0,0,4
57,Uzumba Maramba Pfungwe (UMP),2011,0,0.6110531,0.4689514,0.2865542,0.1613058,0.1319044,0.1712685,0.0975,0.0440554,0.0315574,0.0403306,0.0370864,0.3787426,0.1893713,0.1893713,0.2212256,0.1106128,0.1106128,0,0.5470234,0.4396316,0.3859357,0.3354424,0.1338764,0.0498469,0.2391276,0.3029453,0.1733804,0.1414661,0.0289623,0,0.1511236,0.4872032,,2.109389,5.166801,6.357421,7.078873,7.385344,7.394017,3,1,1,2,2,0,0,0,5
57,Uzumba Maramba Pfungwe (UMP),2017,1,0.8207961,0.4800496,0.3940229,0.2208837,0.1778308,0.2488291,0.1244145,0.0414715,0.0056384,0.0016915,0.0003383,0.3801516,0.1900758,0.1900758,0.1723142,0.0861571,0.0861571,0,0.7357961,0.6067253,0.5421898,0.62782,0.2579132,0.0977475,0.3348124,0.4038872,0.1844017,0.1677368,0.1468925,0,0.3349376,0.5118918,14.43601,2.043704,5.440756,7.197261,8.673705,9.11779,9.126502,2,0,0,0,1,0,0,0,3
58,Zaka,2011,0,0.6842381,0.4575326,0.3130613,0.1832332,0.1465293,0.1551502,0.0846333,0.0340163,0.0144299,0.0147935,0.0119145,0.28487,0.142435,0.142435,0.2213707,0.1106853,0.1106853,0.007242,0.6462677,0.529725,0.4714537,0.3323074,0.1741287,0.080005,0.2649882,0.3407006,0.2754468,0.2548357,0.0226356,0,0.1538372,0.4791624,,1.994884,4.394842,4.486871,4.560464,4.94329,4.950749,1,0,0,0,3,0,0,1,4
58,Zaka,2017,1,0.7941129,0.468803,0.3722825,0.2262027,0.1797052,0.1732839,0.0894488,0.0326231,0,0,0,0.4425395,0.2212697,0.2212697,0.1127528,0.0563764,0.0563764,0,0.7730899,0.6590527,0.602034,0.6511517,0.4175832,0.2391794,0.1516927,0.3925855,0.2422346,0.3076975,0.0341536,0,0.2555022,0.549272,15.18244,2.293476,4.329956,6.155632,7.321293,8.21962,8.221783,2,1,2,2,2,0,0,0,4
59,Zvimba,2011,0,0.5696592,0.4821022,0.2746339,0.1583609,0.1303419,0.2220233,0.1273883,0.0557259,0.0191405,0.0260887,0.0247415,0.3538217,0.1769109,0.1769109,0.2272252,0.1136126,0.1136126,0.0010348,0.380529,0.2927482,0.2488579,0.2663763,0.1265808,0.0542951,0.1943993,0.2652103,0.1311458,0.0978529,0.1572077,0,0.2930552,0.5443537,,2.055124,4.566255,6.159099,6.916348,7.256426,7.273071,1,0,0,1,2,0,0,0,3
59,Zvimba,2017,1,0.8188823,0.5013241,0.4105254,0.2190589,0.1742999,0.2152866,0.1076433,0.0358811,0.0239544,0.0220754,0.0151888,0.3956981,0.1978491,0.1978491,0.4123531,0.2061766,0.2061766,0,0.7221552,0.5844001,0.5155225,0.6507887,0.2825353,0.1063625,0.263727,0.4040987,0.1848544,0.162463,0.0168161,0,0.4477959,0.5609224,17.33683,2.439677,5.289152,7.031008,7.993743,8.439577,8.446959,1,0,0,0,2,0,0,0,3
60,Zvishavane,2011,0,0.6647369,0.4684045,0.3113658,0.1825529,0.1531561,0.1653052,0.0860497,0.0320804,0.044037,0.0524229,0.046388,0.3625927,0.1812963,0.1812963,0.2752795,0.1376397,0.1376397,0,0.6108747,0.5335602,0.4949028,0.3473214,0.1340732,0.0430894,0.2506134,0.3096812,0.1799113,0.1709986,0.0448336,0,0.1965263,0.4607954,,1.877427,5.395273,5.495745,5.807775,6.104023,6.127085,1,0,0,0,3,0,0,1,4
60,Zvishavane,2017,1,0.5368754,0.4454948,0.2391752,0.1342336,0.1128948,0.0854708,0.0427354,0.0142451,0,0,0,0.396101,0.1980505,0.1980505,0.1690758,0.0845379,0.0845379,0.0364062,0.5100155,0.4170924,0.3706308,0.3297398,0.1250346,0.0427133,0.1324376,0.2469257,0.0761618,0.130657,0.012804,0,0.1463688,0.4972846,13.86589,2.038994,4.064301,6.279083,6.96846,7.531298,7.531298,2,1,1,2,2,0,0,0,4
