"Year","Month","Day","Precipitation","District"
"2000","11","01",6.23064045017841,"Harare"
"2000","11","01",3.27894018660573,"Bulawayo"
"2000","11","01",34.5696026065186,"Buhera"
"2000","11","01",23.4280522414867,"Chimanimani"
"2000","11","01",32.9524876583148,"Chipinge"
"2000","11","01",77.5421856178957,"Makoni"
"2000","11","01",47.1077050413571,"Mutare"
"2000","11","01",25.6832947006413,"Mutasa"
"2000","11","01",67.4839614821999,"Nyanga"
"2000","11","01",17.4937781879715,"Bindura"
"2000","11","01",49.8903352704411,"Guruve"
"2000","11","01",32.8787283637944,"Mount Darwin"
"2000","11","01",31.3803978245048,"Mazowe"
"2000","11","01",30.0440811530632,"Centenary"
"2000","11","01",19.5503639821913,"Rushinga"
"2000","11","01",23.2419855760009,"Shamva"
"2000","11","01",42.5557924957836,"Chikomba"
"2000","11","01",18.5577314028553,"Goromonzi"
"2000","11","01",26.6361659973275,"Marondera"
"2000","11","01",45.2177336828966,"Mudzi"
"2000","11","01",53.5617057023095,"Mutoko"
"2000","11","01",33.9808451141797,"Murehwa"
"2000","11","01",27.2322076685288,"UMP"
"2000","11","01",18.8896694838416,"Seke"
"2000","11","01",17.6067709561072,"Wedza"
"2000","11","01",34.5307511721172,"Chirumhanzu"
"2000","11","01",42.875182056427,"Gokwe North"
"2000","11","01",79.7920326429255,"Gokwe South"
"2000","11","01",56.9826966026835,"Gweru"
"2000","11","01",71.5429836037696,"Kwekwe"
"2000","11","01",16.0179749597521,"Mberengwa"
"2000","11","01",24.3728217720985,"Shurugwi"
"2000","11","01",10.1886771284774,"Zvishavane"
"2000","11","01",101.531305665187,"Binga"
"2000","11","01",40.425300087882,"Bubi"
"2000","11","01",202.817699498143,"Hwange"
"2000","11","01",63.6515340532158,"Lupane"
"2000","11","01",43.0386532399584,"Nkayi"
"2000","11","01",54.7212741852975,"Tsholotsho"
"2000","11","01",41.908541753596,"Umguza"
"2000","11","01",49.2231902267272,"Beitbridge"
"2000","11","01",35.1095348840251,"Bulilima (North)"
"2000","11","01",37.6235469758949,"Gwanda"
"2000","11","01",50.2731920182121,"Insiza"
"2000","11","01",29.5842341106604,"Mangwe (South)"
"2000","11","01",39.335051899827,"Matobo"
"2000","11","01",16.9365925808455,"Umzingwane"
"2000","11","01",28.6537374838895,"Bikita"
"2000","11","01",68.229548485358,"Chiredzi"
"2000","11","01",11.7764208437473,"Chivi"
"2000","11","01",35.2599697713759,"Gutu"
"2000","11","01",27.4465055005515,"Masvingo"
"2000","11","01",39.8862303207902,"Mwenezi"
"2000","11","01",15.11184268997,"Zaka"
"2000","11","01",37.0094499673913,"Chegutu"
"2000","11","01",99.3636850435068,"Hurungwe"
"2000","11","01",68.097275321507,"Kadoma"
"2000","11","01",36.781646258983,"Kariba"
"2000","11","01",53.4900250366506,"Makonde"
"2000","11","01",37.8651862711299,"Zvimba"
"2000","12","01",8.91048073090759,"Harare"
"2000","12","01",2.8314044361021,"Bulawayo"
"2000","12","01",30.6001469054643,"Buhera"
"2000","12","01",21.8492947037021,"Chimanimani"
"2000","12","01",34.2254204255109,"Chipinge"
"2000","12","01",60.543222689278,"Makoni"
"2000","12","01",34.0602938469718,"Mutare"
"2000","12","01",23.2745470063359,"Mutasa"
"2000","12","01",53.2173576410495,"Nyanga"
"2000","12","01",23.7831634442012,"Bindura"
"2000","12","01",62.1396966182134,"Guruve"
"2000","12","01",46.6446482040719,"Mount Darwin"
"2000","12","01",43.944735087016,"Mazowe"
"2000","12","01",39.554025038025,"Centenary"
"2000","12","01",18.7432238347974,"Rushinga"
"2000","12","01",29.7207786162694,"Shamva"
"2000","12","01",46.4645021485932,"Chikomba"
"2000","12","01",24.9935507410882,"Goromonzi"
"2000","12","01",29.5727801979172,"Marondera"
"2000","12","01",32.8986396830456,"Mudzi"
"2000","12","01",37.211311512309,"Mutoko"
"2000","12","01",34.2595523522765,"Murehwa"
"2000","12","01",26.499488814964,"UMP"
"2000","12","01",23.5997218070661,"Seke"
"2000","12","01",18.2241331390306,"Wedza"
"2000","12","01",29.2809797739281,"Chirumhanzu"
"2000","12","01",69.2400514739401,"Gokwe North"
"2000","12","01",105.027185116854,"Gokwe South"
"2000","12","01",35.2752202137428,"Gweru"
"2000","12","01",68.7246445846324,"Kwekwe"
"2000","12","01",23.4089482490339,"Mberengwa"
"2000","12","01",19.1172315639024,"Shurugwi"
"2000","12","01",12.9700318179586,"Zvishavane"
"2000","12","01",108.367008428246,"Binga"
"2000","12","01",34.483341993859,"Bubi"
"2000","12","01",171.025058444692,"Hwange"
"2000","12","01",56.7325313087772,"Lupane"
"2000","12","01",40.8407595429643,"Nkayi"
"2000","12","01",53.4842342874583,"Tsholotsho"
"2000","12","01",40.4436107624103,"Umguza"
"2000","12","01",38.7540625377467,"Beitbridge"
