"Region","Year","Month","AverageEVI","MaxEVI","MinEVI","MedianEVI"
"IV","2019","08",0.174453408206942,0.199867474024209,0.146216967233686,0.17163298929549
"IV","2019","09",0.161251305587644,0.186720255736344,0.0927147620154838,0.161138700526845
"IV","2019","10",0.151940119166634,0.181361333481805,0.0698267818426739,0.155929695449784
"IV","2019","11",0.174169602190166,0.269877439190941,0.0854399564049298,0.167767903183411
"IV","2019","12",0.240514480886999,0.350189338042521,-0.0385506277244309,0.262144401719067
"IV","2020","01",0.271239216599621,0.413575999096068,0.12440954144986,0.265433168061514
"IV","2020","02",0.295495435419994,0.450081814319567,0.084337844135655,0.309372823782439
"IV","2020","03",0.321515362060249,0.456649720243483,0.148347766706263,0.332830098594987
"IV","2020","04",0.293014956861104,0.364870404259912,0.199543359864192,0.295125252840877
"IV","2020","05",0.261337246796687,0.318809582810547,0.218240337992129,0.260543166223484
"IV","2020","06",0.207919764867942,0.242254134528931,0.137124513213188,0.213648468764805
"IV","2020","07",0.185326476668366,0.217976561418113,0.148207646980047,0.18663200958956
"IV","2020","08",0.164523234804268,0.20344625677796,0.0919016145177792,0.170629819732625
"IV","2020","09",0.153222268008491,0.176346948424106,0.114624302043154,0.154157418520207
"IV","2020","10",0.159532820956156,0.240523127777996,0.056058088844372,0.161604029808088
"IV","2020","11",0.18395966196963,0.257316641620912,0.0294754231474808,0.192784369082981
"IV","2020","12",0.237143674391222,0.428907792713545,0.0485682839842705,0.238042125467885
"IV","2021","01",0.294063681798055,0.433088088434343,0.157524876259365,0.297349431641765
"IV","2021","02",0.319644752936832,0.466433915466574,0.128087225194331,0.333795250734101
"IV","2021","03",0.371229731066034,0.476682956271074,0.134914391416472,0.376479805586314
"IV","2021","04",0.332518092748425,0.417251207651416,0.25572175532733,0.330382593077865
"IV","2021","05",0.277367237805297,0.342930219734108,0.200337361470001,0.273503566070103
"IV","2021","06",0.240694749932591,0.309064475790454,0.18564545787917,0.236110446414009
"IV","2021","07",0.206748366949356,0.258095845395194,0.126288615252787,0.205395996590497
"IV","2021","08",0.185757880896052,0.231627249188849,0.141464128114144,0.187701330760065
"IV","2021","09",0.174189346594026,0.201434438049008,0.137155502684035,0.173290850301227
"IV","2021","10",0.16172696436485,0.207289667780149,0.0999200953626455,0.165916473378465
"IV","2021","11",0.182607324023505,0.282281602519781,-0.038291483552607,0.189008226606852
"IV","2021","12",0.244840227737017,0.392969485685376,0.0657397921535168,0.265658330710321
"V","2005","03",0.213755817663795,0.335337065151419,0.0538496721255234,0.230521466507734
"V","2005","04",0.194637806996475,0.304745676086749,0.0519725963129479,0.207060632044058
"V","2005","05",0.193780719836375,0.251453764186781,0.116005205440877,0.192935552441493
"V","2005","06",0.158691162736239,0.218932743188274,0.0816669458274226,0.168515875038766
"V","2005","07",0.139020113242137,0.173922052131427,0.068534074089491,0.143278366257394
"V","2005","08",0.138365412513447,0.181501250605057,0.0751923797167677,0.139066708539073
"V","2005","09",0.134312381827866,0.158363531926073,0.0765725730672767,0.137109419936015
"V","2005","10",0.120037347007949,0.151879204016953,0.0173186884749421,0.127856329174602
"V","2005","11",0.100617948938349,0.156058090676073,0.0241027925443452,0.111431392296703
"V","2005","12",0.11498016905506,0.283880055840188,-0.0429804097396015,0.108444281522387
"V","2006","01",0.245003320949842,0.430227161684415,0.044522672150674,0.240710774642498
"V","2006","02",0.290034651911915,0.421763319140765,0.160701408321719,0.301664614205111
"V","2006","03",0.236686455011934,0.370766536962167,0.0218293003622682,0.297076087671646
"V","2006","04",0.243417144047998,0.368780051644876,0.0559501794263967,0.251894455781185
"V","2006","05",0.218706770847045,0.281813694873307,0.11124375873933,0.223900401546444
"V","2006","06",0.183587017672654,0.257066706221133,0.0977959962179494,0.184554601647587
"V","2006","07",0.168196948456819,0.221489403583754,0.129143646401119,0.162899114947679
"V","2006","08",0.142708939186586,0.188688215387313,0.055523793085051,0.148688942960512
"V","2006","09",0.137587268654446,0.162794702927449,0.0953005230908841,0.141401016811246
"V","2006","10",0.120643935185723,0.158033365779427,0.0518922648161082,0.131644545102879
"V","2006","11",0.124105192226854,0.24409495263038,-0.0276577015541158,0.133666425913304
"V","2006","12",0.211581959915075,0.304468990432942,-0.0373095635746012,0.219074648695993
"V","2007","01",0.229751137968046,0.383411091351176,-0.0318174791420592,0.239861824524055
