"District","YearBegin","MonthBegin","AverageSoilMoisture","MaxSoilMoisture","MinSoilMoisture"
"Bulilima (North)","2017","06",2.55707124532387,2.62074068272481,2.47451450538326
"Centenary","2017","06",3.08627966981712,4.17755133514917,2.50317309267511
"Chegutu","2017","06",2.83944740841674,3.30857086165565,2.46847489598162
"Chikomba","2017","06",2.83895894182149,3.15656201285495,2.53457192642847
"Chimanimani","2017","06",5.40730506789857,6.40741420119508,4.62751890616686
"Chipinge","2017","06",5.00986807956402,5.52433420409737,4.22175352459583
"Chiredzi","2017","06",2.89795798555955,3.20279958896002,2.59285142675268
"Chirumhanzu","2017","06",3.08412845272485,3.36782902947295,2.79008234329471
"Chivi","2017","06",3.19020330121697,3.42599080058126,2.89403510251059
"Gokwe North","2017","06",2.41579037880198,2.72490675753177,2.23791594594944
"Gokwe South","2017","06",2.74270037844005,2.92259337696052,2.59400665700695
"Goromonzi","2017","06",4.04935438032056,5.20035152415764,3.18986236053064
"Guruve","2017","06",2.78293164843822,3.3729175806083,2.34493660753407
"Gutu","2017","06",3.15340966847941,3.43544716361748,2.87285795386935
"Gwanda","2017","06",2.42583733715338,2.45389111421375,2.40477502185779
"Gweru","2017","06",2.98796362320434,3.33478963238493,2.63888603965763
"Harare","2017","06",4.37711026376956,6.07188552885135,3.07106716427566
"Hurungwe","2017","06",3.06278133755008,3.81119852915712,2.54028790035599
"Hwange","2017","06",2.54379092563061,2.57177423808695,2.50513361987103
"Insiza","2017","06",2.90891711305219,3.37651858115114,2.55932580424128
"Kadoma","2017","06",2.66520825840299,2.92872166236059,2.46043635149611
"Kariba","2017","06",7.56922245407863,8.60503773238132,6.87295708811657
"Kwekwe","2017","06",2.45071376714637,2.51547792858232,2.39786587867415
"Lupane","2017","06",2.59667683977615,2.63523908391311,2.5560391986142
"Makonde","2017","06",2.856582813716,3.32435517140133,2.50301033318131
"Makoni","2017","06",3.54306172370086,4.4384762107142,3.00122962151194
"Mangwe (South)","2017","06",2.4276831961509,2.45100637526341,2.41028690369733
"Marondera","2017","06",3.79968929167083,4.86187463218415,3.02636958273298
"Masvingo","2017","06",3.5992051779664,4.02855394784194,3.02388443151372
"Matobo","2017","06",2.55505974065284,2.59269896915385,2.50740927732098
"Mazowe","2017","06",4.65623892721089,5.84901988304031,3.71267188811819
"Mberengwa","2017","06",2.88291721924159,3.54058363348034,2.50753815160054
"Mount Darwin","2017","06",3.59521067117341,4.17295829689195,3.20929530793282
"Mudzi","2017","06",3.31359427494022,3.40299522436979,3.18701919930459
"Murehwa","2017","06",3.99258532998721,5.83499269347509,3.06224879790624
"Mutare","2017","06",2.75381702170449,3.0539409708088,2.52954786648308
"Mutasa","2017","06",3.96048804002492,4.73841972601269,3.55032542155625
"Mutoko","2017","06",3.16734677265487,3.8350594925584,2.90443225445614
"Mwenezi","2017","06",2.73329518324385,2.9998877086766,2.47677598211046
"Nkayi","2017","06",2.57180650706029,2.62394382991272,2.50529318633932
"Nyanga","2017","06",4.72456600279312,5.67829013372313,4.13368874575487
"Rushinga","2017","06",3.34176111619142,3.49337401894953,3.18258893603709
"Seke","2017","06",2.74559787501434,3.18118507218444,2.50322279639766
"Shamva","2017","06",3.32127727390231,3.92421881488803,2.94725028226336
"Shurugwi","2017","06",3.1393933015758,3.52817702838325,2.6491881076572
"Tsholotsho","2017","06",2.55814804062546,2.65345458494258,2.46307489345708
"Umguza","2017","06",2.60824337210506,2.63800711570202,2.56468432093813
"UMP","2017","06",3.12802827128016,3.60650099720545,2.82234055358368
"Umzingwane","2017","06",2.49996219135702,2.81172696786323,2.41192961760458
"Wedza","2017","06",2.94242959082736,3.35634958451104,2.59959173324824
"Zaka","2017","06",4.21765788762731,5.11895900243076,3.37759817992974
"Zvimba","2017","06",3.58198315586737,4.39393079533125,2.97332574887742
"Zvishavane","2017","06",2.70592274413247,3.01729476525237,2.44258352953413
"Beitbridge","2017","07",2.28092325671388,2.29836113510669,2.26401273207275
"Bikita","2017","07",2.63688726409098,2.93763958920777,2.52202490760294
"Bindura","2017","07",3.51210200192242,4.2298367253601,2.96737128631514
"Binga","2017","07",3.09747211783043,3.35713729885918,2.93283191405359
"Bubi","2017","07",2.38164424380333,2.45284049434791,2.32483599116281
"Buhera","2017","07",3.02756755898962,3.38225965474981,2.65542848579411
"Bulawayo","2017","07",2.55838172327713,2.7362998669008,2.3508440372972
"Bulilima (North)","2017","07",2.57818085690775,2.91297097356939,2.40697528650166
"Centenary","2017","07",2.39319159780163,2.78151734600633,2.23545312531392
"Chegutu","2017","07",2.63375434182565,3.3874696287978,2.38019473075669
"Chikomba","2017","07",3.00086989675052,3.5074321309912,2.65151293024775
"Chimanimani","2017","07",4.43554393174452,5.00904022802908,3.9792345699591
"Chipinge","2017","07",3.8914354505759,4.39011661329165,3.51786877740504
"Chiredzi","2017","07",2.66019394729485,3.06054676389225,2.54422974932595
"Chirumhanzu","2017","07",2.75768427186674,3.27885595385222,2.45723558536643
"Chivi","2017","07",2.64779027460083,2.92037555906031,2.45042222211658
"Gokwe North","2017","07",2.33529633121169,2.76918053215191,2.16643275423035
"Gokwe South","2017","07",2.73253330415949,3.30468308315044,2.55896867518635
"Goromonzi","2017","07",3.34362469277317,4.0718772587285,2.87847008483995
"Guruve","2017","07",2.33836832705833,2.52603517266737,2.24650064096653
"Gutu","2017","07",2.93680158664132,3.51051875627564,2.59604229504834
"Gwanda","2017","07",2.35014959383555,2.42264447491013,2.29434612426476
"Gweru","2017","07",2.624640392715,3.06981126023161,2.36019991363876
"Harare","2017","07",2.75012738591902,3.94472413661569,2.39564842826598
"Hurungwe","2017","07",2.66066492163319,3.82749581195344,2.29784726273868
"Hwange","2017","07",2.45719497657712,2.50337977697149,2.43352892217524
"Insiza","2017","07",2.53156925826393,2.77696385522145,2.378666780431
"Kadoma","2017","07",2.60742665264236,3.46283176484205,2.36690236742986
"Kariba","2017","07",6.78235223679958,7.85311982773752,6.32394148947896
"Kwekwe","2017","07",2.42600381495829,2.64590753953081,2.34201359949585
"Lupane","2017","07",2.65067298961162,2.84016868357134,2.58419975277444
"Makonde","2017","07",2.51190547246072,3.01965424004621,2.30348122001278
"Makoni","2017","07",3.17747184885087,4.30913439894919,2.79111111537161
"Mangwe (South)","2017","07",2.83349627284437,3.58167778344562,2.51419847421695
"Marondera","2017","07",3.57393545467909,4.16349095454467,3.13388743822138
"Masvingo","2017","07",2.7142471088671,3.09479076257907,2.45700253143207
"Matobo","2017","07",2.46312125616375,2.62041302583177,2.35996178526797
"Mazowe","2017","07",3.61882202019811,4.5247515897183,3.0325019518332
"Mberengwa","2017","07",2.49010999503609,2.8243117004177,2.41452103258968
