"","...1","District","YearBegin","MonthBegin","AverageSoilMoisture","MaxSoilMoisture","MinSoilMoisture","group","AverageIdeal","MaxIdeal","MinIdeal","AverageWet","MaxWet","MinWet","AverageDry","MaxDry","MinDry"
"447",447,"Umzingwane",2018,"04",8.681485,12.87094,4.824138,"G",0,0,0,0,0,0,1,1,1
"448",448,"Umzingwane",2018,"05",3.459523,4.320517,2.857458,"H",0,0,0,0,0,0,1,1,1
"449",449,"Wedza",2017,"10",3.515316,10.20808,2.318049,"A",0,0,0,0,0,0,1,1,1
"450",450,"Wedza",2017,"11",14.59688,23.69468,3.087291,"B",0,1,0,0,0,0,1,0,1
"451",451,"Wedza",2017,"12",14.97408,23.46636,9.271194,"C",0,1,0,0,0,0,1,0,1
"452",452,"Wedza",2018,"01",10.40181,17.56077,4.508515,"D",0,0,0,0,0,0,1,1,1
"453",453,"Wedza",2018,"02",24.20592,25.31436,18.69769,"E",1,0,0,0,1,0,0,0,1
"454",454,"Wedza",2018,"03",19.74567,25.2968,13.73045,"F",0,0,0,0,1,0,1,0,1
"455",455,"Wedza",2018,"04",14.83835,20.54496,9.100468,"G",0,1,0,0,0,0,1,0,1
"456",456,"Wedza",2018,"05",6.362371,8.465705,4.806571,"H",0,0,0,0,0,0,1,1,1
"457",457,"Zaka",2017,"10",4.476245,15.76546,2.313554,"A",0,0,0,0,0,0,1,1,1
"458",458,"Zaka",2017,"11",8.932762,15.37968,5.101081,"B",0,0,0,0,0,0,1,1,1
"459",459,"Zaka",2017,"12",10.28739,18.60607,5.394632,"C",0,0,0,0,0,0,1,1,1
"460",460,"Zaka",2018,"01",10.52582,16.63149,5.854528,"D",0,0,0,0,0,0,1,1,1
"461",461,"Zaka",2018,"02",23.71831,25.18657,18.7288,"E",1,0,0,0,1,0,0,0,1
"462",462,"Zaka",2018,"03",18.85478,24.75502,12.94003,"F",0,1,0,0,0,0,1,0,1
"463",463,"Zaka",2018,"04",15.33382,20.98052,9.138071,"G",0,1,0,0,0,0,1,0,1
"464",464,"Zaka",2018,"05",8.489824,10.47654,6.300619,"H",0,0,0,0,0,0,1,1,1
"465",465,"Zvimba",2017,"10",2.665688,5.106342,2.227798,"A",0,0,0,0,0,0,1,1,1
"466",466,"Zvimba",2017,"11",11.21626,19.21556,2.347194,"B",0,0,0,0,0,0,1,1,1
"467",467,"Zvimba",2017,"12",13.90303,22.39163,9.019947,"C",0,1,0,0,0,0,1,0,1
"468",468,"Zvimba",2018,"01",10.9878,17.24853,6.43227,"D",0,0,0,0,0,0,1,1,1
"469",469,"Zvimba",2018,"02",24.23047,25.25992,21.50846,"E",1,0,1,0,1,0,0,0,0
"470",470,"Zvimba",2018,"03",20.9111,25.18607,17.03546,"F",1,0,0,0,1,0,0,0,1
"471",471,"Zvimba",2018,"04",12.50194,16.51578,8.043216,"G",0,0,0,0,0,0,1,1,1
"472",472,"Zvimba",2018,"05",5.974131,7.681558,4.35386,"H",0,0,0,0,0,0,1,1,1
"473",473,"Zvishavane",2017,"10",3.919937,10.7165,2.258031,"A",0,0,0,0,0,0,1,1,1
"474",474,"Zvishavane",2017,"11",6.898409,14.11792,2.996328,"B",0,0,0,0,0,0,1,1,1
"475",475,"Zvishavane",2017,"12",6.920652,15.56351,3.575107,"C",0,0,0,0,0,0,1,1,1
"476",476,"Zvishavane",2018,"01",5.373559,10.49735,2.529766,"D",0,0,0,0,0,0,1,1,1
"477",477,"Zvishavane",2018,"02",20.64689,25.01533,11.82605,"E",1,0,0,0,1,0,0,0,1
"478",478,"Zvishavane",2018,"03",15.22892,22.07319,8.914031,"F",0,1,0,0,0,0,1,0,1
"479",479,"Zvishavane",2018,"04",9.967248,16.46717,5.443901,"G",0,0,0,0,0,0,1,1,1
"480",480,"Zvishavane",2018,"05",4.404174,5.450772,3.481084,"H",0,0,0,0,0,0,1,1,1
