"","...1","District","YearBegin","MonthBegin","AverageSoilMoisture","MaxSoilMoisture","MinSoilMoisture","group","AverageIdeal","MaxIdeal","MinIdeal","AverageWet","MaxWet","MinWet","AverageDry","MaxDry","MinDry"
"34",34,"Bubi",2017,"11",7.68364278383512,12.8662058094844,2.50792324252574,"B",0,0,0,0,0,0,1,1,1
"35",35,"Bubi",2017,"12",6.37183391837745,13.6477839276092,3.28259424358562,"C",0,0,0,0,0,0,1,1,1
"36",36,"Bubi",2018,"01",4.6381082027714,12.2512157477075,2.41851645331324,"D",0,0,0,0,0,0,1,1,1
"37",37,"Bubi",2018,"02",18.569727392941,24.7738291812562,9.94250815306391,"E",0,1,0,0,0,0,1,0,1
"38",38,"Bubi",2018,"03",11.6287931688974,22.4474812604483,5.72761980955152,"F",0,1,0,0,0,0,1,0,1
"39",39,"Bubi",2018,"04",5.85883230361688,9.05190061879393,2.93767664947283,"G",0,0,0,0,0,0,1,1,1
"40",40,"Bubi",2018,"05",2.61424289012197,2.72261944427805,2.43050233709531,"H",0,0,0,0,0,0,1,1,1
"41",41,"Buhera",2017,"10",3.03712221551114,6.47833615564362,2.25706677128868,"A",0,0,0,0,0,0,1,1,1
"42",42,"Buhera",2017,"11",11.3818693110195,19.9470086812813,2.62008883763577,"B",0,0,0,0,0,0,1,1,1
"43",43,"Buhera",2017,"12",10.6670075091383,20.6923154413987,5.50049426919919,"C",0,1,0,0,0,0,1,0,1
"44",44,"Buhera",2018,"01",7.9074021017405,13.1947247834824,3.59131888942453,"D",0,0,0,0,0,0,1,1,1
"45",45,"Buhera",2018,"02",23.0804624581543,25.2072624597459,15.3623590795069,"E",1,0,0,0,1,0,0,0,1
"46",46,"Buhera",2018,"03",16.2287776337987,24.2005104902843,10.4534965918607,"F",0,1,0,0,0,0,1,0,1
"47",47,"Buhera",2018,"04",10.3788420338088,13.4204086699064,5.93186582391328,"G",0,0,0,0,0,0,1,1,1
"48",48,"Buhera",2018,"05",4.10703398110426,5.25649477998267,3.18234760842647,"H",0,0,0,0,0,0,1,1,1
"49",49,"Bulawayo",2017,"10",2.74473866285928,4.80970380367645,2.18533682456676,"A",0,0,0,0,0,0,1,1,1
"50",50,"Bulawayo",2017,"11",7.59499972131728,15.1923852426655,2.31527951368673,"B",0,0,0,0,0,0,1,1,1
"51",51,"Bulawayo",2017,"12",6.23003354020213,12.6262943984078,3.27983128303395,"C",0,0,0,0,0,0,1,1,1
"52",52,"Bulawayo",2018,"01",3.84167743419358,7.69736249681527,2.4600804830221,"D",0,0,0,0,0,0,1,1,1
"53",53,"Bulawayo",2018,"02",16.9171364505147,25.2437085821662,5.75362161467665,"E",0,0,0,0,1,0,1,0,1
"54",54,"Bulawayo",2018,"03",14.8915036148548,22.1779278930158,10.1930177918592,"F",0,1,0,0,0,0,1,0,1
"55",55,"Bulawayo",2018,"04",8.27139974500062,11.8002638987234,4.48979032803591,"G",0,0,0,0,0,0,1,1,1
"56",56,"Bulawayo",2018,"05",3.22332068372697,4.07235524016099,2.64817228786577,"H",0,0,0,0,0,0,1,1,1
"57",57,"Bulilima (North)",2017,"10",3.68713132432621,8.57954122846779,2.2827372722309,"A",0,0,0,0,0,0,1,1,1
"58",58,"Bulilima (North)",2017,"11",6.48758357681419,11.8328545215841,2.46241196072278,"B",0,0,0,0,0,0,1,1,1
"59",59,"Bulilima (North)",2017,"12",4.47041372419774,9.13385369430793,2.59750805371768,"C",0,0,0,0,0,0,1,1,1
"60",60,"Bulilima (North)",2018,"01",3.5349815095458,8.88238152230702,2.22998298747357,"D",0,0,0,0,0,0,1,1,1
"61",61,"Bulilima (North)",2018,"02",17.1125801980151,25.071510021914,7.88601951222924,"E",0,0,0,0,1,0,1,0,1
"62",62,"Bulilima (North)",2018,"03",10.8873784450979,21.6286074674995,5.07563287361841,"F",0,1,0,0,0,0,1,0,1
"63",63,"Bulilima (North)",2018,"04",4.55668880781787,7.3386281872413,2.58583855404253,"G",0,0,0,0,0,0,1,1,1
"64",64,"Bulilima (North)",2018,"05",2.66803810907302,3.17671154384985,2.39434072968601,"H",0,0,0,0,0,0,1,1,1
"65",65,"Centenary",2017,"10",2.21962161964911,2.37087403003955,2.14197658556252,"A",0,0,0,0,0,0,1,1,1
"66",66,"Centenary",2017,"11",6.69398925521231,16.3730787325035,2.19746794198331,"B",0,0,0,0,0,0,1,1,1
"67",67,"Centenary",2017,"12",13.1594495908917,21.9070990035613,5.34230347405568,"C",0,1,0,0,0,0,1,0,1
"68",68,"Centenary",2018,"01",11.7089077347584,16.9946795831763,7.76475170325037,"D",0,0,0,0,0,0,1,1,1
"69",69,"Centenary",2018,"02",22.618842717252,24.9577323810836,15.2873723227075,"E",1,1,0,0,0,0,0,0,1
"70",70,"Centenary",2018,"03",21.171243106293,25.2732285951687,16.7833121488655,"F",1,0,0,0,1,0,0,0,1
"71",71,"Centenary",2018,"04",10.2856743609521,14.1086057397041,6.0477483723862,"G",0,0,0,0,0,0,1,1,1
"72",72,"Centenary",2018,"05",4.64039245555374,6.64721897023008,3.45375915873688,"H",0,0,0,0,0,0,1,1,1
"73",73,"Chegutu",2017,"10",2.7012995253802,5.35720136114465,2.14041168887665,"A",0,0,0,0,0,0,1,1,1
"74",74,"Chegutu",2017,"11",11.7337880527971,18.6917602523201,2.38347793919724,"B",0,0,0,0,0,0,1,1,1
"75",75,"Chegutu",2017,"12",12.0848407303837,20.6339877110085,6.8332772307334,"C",0,1,0,0,0,0,1,0,1
"76",76,"Chegutu",2018,"01",7.25127409189748,17.0756210559396,3.04774469006216,"D",0,0,0,0,0,0,1,1,1
"77",77,"Chegutu",2018,"02",24.323268990453,25.3234609476035,21.6620544313331,"E",1,0,1,0,1,0,0,0,0
"78",78,"Chegutu",2018,"03",19.1008050884251,25.130143067601,14.8649812442703,"F",0,0,0,0,1,0,1,0,1
"79",79,"Chegutu",2018,"04",12.26747792743,16.7347818187398,7.57526968581571,"G",0,0,0,0,0,0,1,1,1
"80",80,"Chegutu",2018,"05",5.53202096294723,7.40648819449259,4.32609429664214,"H",0,0,0,0,0,0,1,1,1
"81",81,"Chikomba",2017,"10",3.17805878734596,7.41946968846194,2.23830013306318,"A",0,0,0,0,0,0,1,1,1
"82",82,"Chikomba",2017,"11",12.770391561566,20.8757581885453,3.0638136612675,"B",0,1,0,0,0,0,1,0,1
"83",83,"Chikomba",2017,"12",12.3296551779644,21.2251132504875,6.57477327847244,"C",0,1,0,0,0,0,1,0,1
"84",84,"Chikomba",2018,"01",8.97100862277737,17.4068308748044,3.81823609699243,"D",0,0,0,0,0,0,1,1,1
"85",85,"Chikomba",2018,"02",23.6237269829186,25.3494888961162,16.6662603569025,"E",1,0,0,0,1,0,0,0,1
"86",86,"Chikomba",2018,"03",19.8925880425249,24.8604248341322,13.5422360107331,"F",0,1,0,0,0,0,1,0,1
"87",87,"Chikomba",2018,"04",15.3786421833718,19.7812458303124,9.38352271858868,"G",0,0,0,0,0,0,1,1,1
"88",88,"Chikomba",2018,"05",6.47567711933368,8.42055416612376,4.78060500136446,"H",0,0,0,0,0,0,1,1,1
"89",89,"Chimanimani",2017,"10",4.57080198777624,12.2403991423599,2.56315602230208,"A",0,0,0,0,0,0,1,1,1
"90",90,"Chimanimani",2017,"11",13.2506924375169,21.15489289864,5.09245699466728,"B",0,1,0,0,0,0,1,0,1
"91",91,"Chimanimani",2017,"12",15.9871859489457,21.6142286388353,12.2835329953814,"C",0,1,0,0,0,0,1,0,1
"92",92,"Chimanimani",2018,"01",15.6480263776261,20.3454880002599,12.9296063805648,"D",0,1,0,0,0,0,1,0,1
"93",93,"Chimanimani",2018,"02",23.5688250596847,25.2776049638423,18.1578566015755,"E",1,0,0,0,1,0,0,0,1
"94",94,"Chimanimani",2018,"03",20.5533408502421,24.0580609511368,17.9960071805419,"F",1,1,0,0,0,0,0,0,1
"95",95,"Chimanimani",2018,"04",17.4423250591349,20.3005717226289,13.4151040052475,"G",0,1,0,0,0,0,1,0,1
"96",96,"Chimanimani",2018,"05",12.5931379590071,14.5565857327898,10.9361292532334,"H",0,0,0,0,0,0,1,1,1
"97",97,"Chipinge",2017,"10",5.1266986353826,16.6912607351282,2.37745246955536,"A",0,0,0,0,0,0,1,1,1
"98",98,"Chipinge",2017,"11",10.1450040099226,16.5316347016219,6.3836059013199,"B",0,0,0,0,0,0,1,1,1
"99",99,"Chipinge",2017,"12",12.6708667552508,18.7640276932601,7.28772652748024,"C",0,0,0,0,0,0,1,1,1
"100",100,"Chipinge",2018,"01",13.590442969218,19.1435625466399,9.42561927490235,"D",0,0,0,0,0,0,1,1,1
"101",101,"Chipinge",2018,"02",23.1682687217107,25.1911581920582,17.7548235459716,"E",1,0,0,0,1,0,0,0,1
"102",102,"Chipinge",2018,"03",19.842668387867,24.7689802856445,15.79620547316,"F",0,1,0,0,0,0,1,0,1
"103",103,"Chipinge",2018,"04",15.4940911727847,20.5728255336887,10.7276812728211,"G",0,1,0,0,0,0,1,0,1
"104",104,"Chipinge",2018,"05",10.9827737692803,13.6823734109858,8.275398184988,"H",0,0,0,0,0,0,1,1,1
"105",105,"Chiredzi",2017,"10",3.89027678380032,11.8149137936519,2.19008176837664,"A",0,0,0,0,0,0,1,1,1
"106",106,"Chiredzi",2017,"11",5.59784080361144,9.76471410981266,3.37212930427258,"B",0,0,0,0,0,0,1,1,1
"107",107,"Chiredzi",2017,"12",5.78983699009489,15.4716100848257,2.65209543102719,"C",0,0,0,0,0,0,1,1,1
"108",108,"Chiredzi",2018,"01",4.90816823184245,7.72738607131551,2.81444959328069,"D",0,0,0,0,0,0,1,1,1
"109",109,"Chiredzi",2018,"02",17.6428998154363,21.9704985884578,8.84197049324724,"E",0,1,0,0,0,0,1,0,1
"110",110,"Chiredzi",2018,"03",11.9612828941056,18.5313118359562,7.48026100148743,"F",0,0,0,0,0,0,1,1,1
"111",111,"Chiredzi",2018,"04",7.71449754204048,11.8308257540377,4.61643031476465,"G",0,0,0,0,0,0,1,1,1
"112",112,"Chiredzi",2018,"05",5.92405882337311,8.36472229994768,3.52303195773475,"H",0,0,0,0,0,0,1,1,1
"113",113,"Chirumhanzu",2017,"10",3.28913439903569,8.03592730816191,2.22499275508049,"A",0,0,0,0,0,0,1,1,1
"114",114,"Chirumhanzu",2017,"11",11.4925618970431,19.7592718371922,3.03487357415163,"B",0,0,0,0,0,0,1,1,1
"115",115,"Chirumhanzu",2017,"12",8.48223038769533,18.6216406942882,3.45707122432273,"C",0,0,0,0,0,0,1,1,1
"116",116,"Chirumhanzu",2018,"01",5.34033625129002,12.4750565964665,2.45469415859375,"D",0,0,0,0,0,0,1,1,1
"117",117,"Chirumhanzu",2018,"02",21.5280679444649,25.3019474005871,11.81250386749,"E",1,0,0,0,1,0,0,0,1
"118",118,"Chirumhanzu",2018,"03",17.5641354584392,24.451592673348,11.0577317209774,"F",0,1,0,0,0,0,1,0,1
"119",119,"Chirumhanzu",2018,"04",11.9704905128686,16.2146811746463,6.76548159825641,"G",0,0,0,0,0,0,1,1,1
"120",120,"Chirumhanzu",2018,"05",4.63138057488307,6.09349032246582,3.46062016006088,"H",0,0,0,0,0,0,1,1,1
"121",121,"Chivi",2017,"10",4.42314660059664,13.3819915293569,2.40367749991641,"A",0,0,0,0,0,0,1,1,1
"122",122,"Chivi",2017,"11",7.56068070328454,14.7384128668775,3.74256615341016,"B",0,0,0,0,0,0,1,1,1
"123",123,"Chivi",2017,"12",7.43630197774539,14.4664714023125,3.89612201515081,"C",0,0,0,0,0,0,1,1,1
"124",124,"Chivi",2018,"01",5.76116691749217,9.47362989644042,2.79890555206427,"D",0,0,0,0,0,0,1,1,1
"125",125,"Chivi",2018,"02",20.8678745737542,24.8477661577318,12.3845396529656,"E",1,1,0,0,0,0,0,0,1
"126",126,"Chivi",2018,"03",15.5386934796275,22.4167888212037,9.51591971282085,"F",0,1,0,0,0,0,1,0,1
"127",127,"Chivi",2018,"04",10.7442252429299,16.7925666264741,6.40052412641056,"G",0,0,0,0,0,0,1,1,1
"128",128,"Chivi",2018,"05",6.09827381047803,7.88276053793332,4.32259501525086,"H",0,0,0,0,0,0,1,1,1
"129",129,"Gokwe North",2017,"10",3.05576373069558,7.67089928393221,2.07767026357303,"A",0,0,0,0,0,0,1,1,1
"130",130,"Gokwe North",2017,"11",7.25070976012342,14.5798628473693,2.59896099495021,"B",0,0,0,0,0,0,1,1,1
"131",131,"Gokwe North",2017,"12",16.0138735828991,22.9377481174801,8.49063859394179,"C",0,1,0,0,0,0,1,0,1
"132",132,"Gokwe North",2018,"01",10.7646321880794,16.7799288675753,6.14475401540753,"D",0,0,0,0,0,0,1,1,1
"133",133,"Gokwe North",2018,"02",24.7096512811017,25.2772357107585,23.2876799625537,"E",1,0,1,0,1,0,0,0,0
"134",134,"Gokwe North",2018,"03",18.5638709009045,25.3029253239029,11.5796418839307,"F",0,0,0,0,1,0,1,0,1
"135",135,"Gokwe North",2018,"04",9.55454842966002,13.5594859289641,4.82290418783768,"G",0,0,0,0,0,0,1,1,1
"136",136,"Gokwe North",2018,"05",3.02405749740098,4.14397584118682,2.50301644225422,"H",0,0,0,0,0,0,1,1,1
"137",137,"Gokwe South",2017,"10",3.09505263944175,5.35764708100375,2.33205904413078,"A",0,0,0,0,0,0,1,1,1
"138",138,"Gokwe South",2017,"11",8.54821906868198,13.923234220213,2.66895635668307,"B",0,0,0,0,0,0,1,1,1
"139",139,"Gokwe South",2017,"12",11.9179911172995,19.955567742804,6.80857777509489,"C",0,0,0,0,0,0,1,1,1
"140",140,"Gokwe South",2018,"01",8.18334417675679,15.0883761180112,4.01212459145443,"D",0,0,0,0,0,0,1,1,1
"141",141,"Gokwe South",2018,"02",24.0411787987685,25.3307901737884,21.8728569026699,"E",1,0,1,0,1,0,0,0,0
"142",142,"Gokwe South",2018,"03",17.0643918016528,25.3425923120924,10.331278941327,"F",0,0,0,0,1,0,1,0,1
"143",143,"Gokwe South",2018,"04",8.12958319787194,11.8223853228684,4.01072060151957,"G",0,0,0,0,0,0,1,1,1
"144",144,"Gokwe South",2018,"05",3.15896843683567,3.63209186387309,2.8919245133243,"H",0,0,0,0,0,0,1,1,1
"145",145,"Goromonzi",2017,"10",2.4609802025198,3.03151452394366,2.26964588620894,"A",0,0,0,0,0,0,1,1,1
"146",146,"Goromonzi",2017,"11",15.9607618742012,25.0576616553315,2.37291259745198,"B",0,0,0,0,1,0,1,0,1
"147",147,"Goromonzi",2017,"12",18.9551456615507,24.4166467190233,14.9466150473518,"C",0,1,0,0,0,0,1,0,1
"148",148,"Goromonzi",2018,"01",12.3293854005156,19.3951856847981,6.30715953122972,"D",0,0,0,0,0,0,1,1,1
"149",149,"Goromonzi",2018,"02",24.6272684345138,25.3181841885273,23.0752235269786,"E",1,0,1,0,1,0,0,0,0
"150",150,"Goromonzi",2018,"03",21.8491472871602,25.3627422724251,16.7437402551146,"F",1,0,0,0,1,0,0,0,1
"151",151,"Goromonzi",2018,"04",15.3399145946247,21.6296281923638,9.83629286255022,"G",0,1,0,0,0,0,1,0,1
"152",152,"Goromonzi",2018,"05",8.1584942495773,10.5344843763727,6.3153254564125,"H",0,0,0,0,0,0,1,1,1
"153",153,"Guruve",2017,"10",2.24907674957242,2.95895602886695,2.12054112984895,"A",0,0,0,0,0,0,1,1,1
"154",154,"Guruve",2017,"11",6.47665521373465,16.1602195691807,2.09927047185322,"B",0,0,0,0,0,0,1,1,1
"155",155,"Guruve",2017,"12",12.2749289327868,20.4470563067964,4.42518593193258,"C",0,1,0,0,0,0,1,0,1
"156",156,"Guruve",2018,"01",12.8543252295564,16.7233364558345,8.7196308321446,"D",0,0,0,0,0,0,1,1,1
"157",157,"Guruve",2018,"02",23.6640314618655,25.2028926664424,18.0182809476039,"E",1,0,0,0,1,0,0,0,1
"158",158,"Guruve",2018,"03",22.1145344283811,25.3147194752211,19.4532274516375,"F",1,0,0,0,1,0,0,0,1
"159",159,"Guruve",2018,"04",12.1974527835875,17.0488416400373,7.39414137493057,"G",0,0,0,0,0,0,1,1,1
"160",160,"Guruve",2018,"05",5.2663201599923,8.54964845253849,3.40347183459603,"H",0,0,0,0,0,0,1,1,1
"161",161,"Gutu",2017,"10",3.62116909628926,9.53999218060028,2.38190109927226,"A",0,0,0,0,0,0,1,1,1
"162",162,"Gutu",2017,"11",11.5295825558876,17.6979114613772,3.39001538344843,"B",0,0,0,0,0,0,1,1,1
"163",163,"Gutu",2017,"12",9.05770050012326,18.6574797990089,3.85954734575306,"C",0,0,0,0,0,0,1,1,1
"164",164,"Gutu",2018,"01",6.95493526843582,14.4630832143054,2.85350703682667,"D",0,0,0,0,0,0,1,1,1
"165",165,"Gutu",2018,"02",23.9886745877736,25.2616097066607,18.8340482651747,"E",1,0,0,0,1,0,0,0,1
"166",166,"Gutu",2018,"03",17.5839343222552,23.6210749422671,10.7368193735916,"F",0,1,0,0,0,0,1,0,1
"167",167,"Gutu",2018,"04",12.9849037822082,17.2473701930881,7.24819779733889,"G",0,0,0,0,0,0,1,1,1
"168",168,"Gutu",2018,"05",5.11078953832287,6.41169510113575,3.93243757410763,"H",0,0,0,0,0,0,1,1,1
"169",169,"Gwanda",2017,"10",3.282429777847,5.20438170136761,2.25800117311282,"A",0,0,0,0,0,0,1,1,1
"170",170,"Gwanda",2017,"11",5.78489579664672,11.3406739391932,2.38251537451804,"B",0,0,0,0,0,0,1,1,1
"171",171,"Gwanda",2017,"12",5.11212109750253,14.243011503442,2.51923595910244,"C",0,0,0,0,0,0,1,1,1
"172",172,"Gwanda",2018,"01",3.91902820176791,6.83615402520823,2.26788048730104,"D",0,0,0,0,0,0,1,1,1
"173",173,"Gwanda",2018,"02",15.8585052201865,24.2684897634846,6.6295921507267,"E",0,1,0,0,0,0,1,0,1
"174",174,"Gwanda",2018,"03",10.8989082380289,18.1219690691568,5.82398858299726,"F",0,0,0,0,0,0,1,1,1
"175",175,"Gwanda",2018,"04",6.78764947758889,9.94532610198301,3.99335842196632,"G",0,0,0,0,0,0,1,1,1
"176",176,"Gwanda",2018,"05",3.84063242284437,4.49735402421287,2.83044404205912,"H",0,0,0,0,0,0,1,1,1
"177",177,"Gweru",2017,"10",3.72541709308719,9.07692078376868,2.26484294305489,"A",0,0,0,0,0,0,1,1,1
"178",178,"Gweru",2017,"11",10.3254755004079,17.7637466333716,3.25451848395133,"B",0,0,0,0,0,0,1,1,1
"179",179,"Gweru",2017,"12",8.74539922847785,16.8519061961588,3.97296975225735,"C",0,0,0,0,0,0,1,1,1
"180",180,"Gweru",2018,"01",6.14932231840454,13.063384763385,2.80267708368692,"D",0,0,0,0,0,0,1,1,1
"181",181,"Gweru",2018,"02",21.1266878171218,25.1258977486774,12.0344943951629,"E",1,0,0,0,1,0,0,0,1
"182",182,"Gweru",2018,"03",15.325277717546,23.7324513536209,9.15372374370122,"F",0,1,0,0,0,0,1,0,1
"183",183,"Gweru",2018,"04",9.12497535067079,12.8666004672947,4.88954529329263,"G",0,0,0,0,0,0,1,1,1
"184",184,"Gweru",2018,"05",3.32195013528034,4.2936330337798,2.91069196247635,"H",0,0,0,0,0,0,1,1,1
"185",185,"Harare",2017,"10",2.48890812041601,3.33488355870069,2.28188424627316,"A",0,0,0,0,0,0,1,1,1
"186",186,"Harare",2017,"11",14.6250616253857,23.9725304795499,2.3150055868497,"B",0,1,0,0,0,0,1,0,1
"187",187,"Harare",2017,"12",18.2524952354669,24.5476544676975,13.5760079541147,"C",0,1,0,0,0,0,1,0,1
"188",188,"Harare",2018,"01",15.2189471522218,21.6504744822554,10.1041028451623,"D",0,1,0,0,0,0,1,0,1
"189",189,"Harare",2018,"02",25.1355705773682,25.3848332296269,24.1426154771781,"E",0,0,1,1,1,0,0,0,0
"190",190,"Harare",2018,"03",22.278203526394,25.3826391918531,18.4529855389813,"F",1,0,0,0,1,0,0,0,1
"191",191,"Harare",2018,"04",17.7921484730649,23.0631475482244,12.9188933256751,"G",0,1,0,0,0,0,1,0,1
"192",192,"Harare",2018,"05",10.1792651901759,12.9416756422193,7.4108362323763,"H",0,0,0,0,0,0,1,1,1
"193",193,"Hurungwe",2017,"10",2.77143597575811,7.12038276036678,2.04057109745256,"A",0,0,0,0,0,0,1,1,1
"194",194,"Hurungwe",2017,"11",7.35568888305308,12.7863938190142,2.60496829492157,"B",0,0,0,0,0,0,1,1,1
"195",195,"Hurungwe",2017,"12",11.6095875678269,19.315288971274,5.70579107704572,"C",0,0,0,0,0,0,1,1,1
"196",196,"Hurungwe",2018,"01",12.3850827673177,15.4502279180053,8.6654559664467,"D",0,0,0,0,0,0,1,1,1
"197",197,"Hurungwe",2018,"02",23.5817397139381,25.1836011710566,18.4892571549579,"E",1,0,0,0,1,0,0,0,1
"198",198,"Hurungwe",2018,"03",21.8901501826195,24.8947747104806,19.2723177533719,"F",1,1,0,0,0,0,0,0,1
"199",199,"Hurungwe",2018,"04",13.6616330175179,18.7632664902303,8.13608748574624,"G",0,0,0,0,0,0,1,1,1
"200",200,"Hurungwe",2018,"05",5.85161742148157,9.79311710166845,3.58645523821148,"H",0,0,0,0,0,0,1,1,1
"201",201,"Hwange",2017,"10",3.09309511520059,5.38792037684348,2.26207974266093,"A",0,0,0,0,0,0,1,1,1
"202",202,"Hwange",2017,"11",4.87018212100954,8.57090465164686,2.44135261365954,"B",0,0,0,0,0,0,1,1,1
"203",203,"Hwange",2017,"12",7.31175813858347,14.7139400050754,3.08364524243789,"C",0,0,0,0,0,0,1,1,1
"204",204,"Hwange",2018,"01",5.67542336629157,12.4365654032237,2.91605865239437,"D",0,0,0,0,0,0,1,1,1
"205",205,"Hwange",2018,"02",22.1731124400599,25.2634246047742,16.7326766043622,"E",1,0,0,0,1,0,0,0,1
"206",206,"Hwange",2018,"03",17.1525464677089,25.1194273325111,10.3686385764319,"F",0,0,0,0,1,0,1,0,1
"207",207,"Hwange",2018,"04",8.34801101257024,13.1459905018653,4.2259963332278,"G",0,0,0,0,0,0,1,1,1
"208",208,"Hwange",2018,"05",3.14362704544082,3.94456943948704,2.72172901828535,"H",0,0,0,0,0,0,1,1,1
"209",209,"Insiza",2017,"10",3.99650246063174,10.0805208087072,2.28857250184592,"A",0,0,0,0,0,0,1,1,1
"210",210,"Insiza",2017,"11",7.65761339155242,14.9810918059193,3.03049377061299,"B",0,0,0,0,0,0,1,1,1
"211",211,"Insiza",2017,"12",7.3592470692721,16.2996423197124,3.92438149912867,"C",0,0,0,0,0,0,1,1,1
"212",212,"Insiza",2018,"01",5.47619382027867,11.0318330794032,2.58600638601821,"D",0,0,0,0,0,0,1,1,1
"213",213,"Insiza",2018,"02",19.7976963440611,24.8250364483253,11.221307113827,"E",0,1,0,0,0,0,1,0,1
"214",214,"Insiza",2018,"03",14.7834963404893,21.6516227678281,8.66474209446312,"F",0,1,0,0,0,0,1,0,1
"215",215,"Insiza",2018,"04",9.87135003229115,14.3323542820813,5.80802755589077,"G",0,0,0,0,0,0,1,1,1
"216",216,"Insiza",2018,"05",4.4737033801584,5.31740662643234,3.78928343094958,"H",0,0,0,0,0,0,1,1,1
"217",217,"Kadoma",2017,"10",3.06494220704602,7.41578510202423,2.17848893743681,"A",0,0,0,0,0,0,1,1,1
"218",218,"Kadoma",2017,"11",9.34837701642145,14.2857923390329,2.55972431684174,"B",0,0,0,0,0,0,1,1,1
"219",219,"Kadoma",2017,"12",11.2700953232766,20.3950349358379,5.55087418786325,"C",0,1,0,0,0,0,1,0,1
