"","...1","District","YearBegin","MonthBegin","AverageSoilMoisture","MaxSoilMoisture","MinSoilMoisture","group","AverageIdeal","MaxIdeal","MinIdeal","AverageWet","MaxWet","MinWet","AverageDry","MaxDry","MinDry"
"447",447,"Umzingwane",2017,"04",47.2346745690355,60.320589596545,37.7744505284345,"G",1,1,1,0,0,0,0,0,0
"448",448,"Umzingwane",2017,"05",31.024277780201,46.3986701304893,19.7305231504776,"H",1,1,0,0,0,0,0,0,1
"449",449,"Wedza",2016,"10",11.1325714053543,12.6385525486523,10.5069439416039,"A",0,0,0,0,0,0,1,1,1
"450",450,"Wedza",2016,"11",23.4446840158129,52.564502069037,10.6850937471261,"B",0,1,0,0,0,0,1,0,1
"451",451,"Wedza",2016,"12",78.606952194245,105.615581207139,33.4049540722766,"C",1,0,1,0,1,0,0,0,0
"452",452,"Wedza",2017,"01",107.060458238542,107.961783028778,104.832789761804,"D",0,0,0,1,1,1,0,0,0
"453",453,"Wedza",2017,"02",101.93389964426,107.761959875543,92.5512165271434,"E",0,0,1,1,1,0,0,0,0
"454",454,"Wedza",2017,"03",84.6656662777054,107.8525357406,56.3333906257526,"F",1,0,1,0,1,0,0,0,0
"455",455,"Wedza",2017,"04",35.5987808455976,47.8252073575691,30.5446184748834,"G",1,1,1,0,0,0,0,0,0
"456",456,"Wedza",2017,"05",25.0638417488338,33.9054774062152,18.3503873157587,"H",1,1,0,0,0,0,0,0,1
"457",457,"Zaka",2016,"10",12.8546704567392,13.7265175451255,12.0852037139993,"A",0,0,0,0,0,0,1,1,1
"458",458,"Zaka",2016,"11",19.9333229475308,43.9332185076718,12.1144320085054,"B",0,1,0,0,0,0,1,0,1
"459",459,"Zaka",2016,"12",79.5351261453966,123.638045258439,23.1918723386143,"C",1,0,0,0,1,0,0,0,1
"460",460,"Zaka",2017,"01",123.859100990361,130.436709055234,112.60793508225,"D",0,0,0,1,1,1,0,0,0
"461",461,"Zaka",2017,"02",99.2935637097209,119.628058879719,80.0578249817443,"E",1,0,1,0,1,0,0,0,0
"462",462,"Zaka",2017,"03",107.166739526588,123.453628105146,83.5780243244013,"F",0,0,1,1,1,0,0,0,0
"463",463,"Zaka",2017,"04",57.6795162428207,72.7371907342915,46.3717718905399,"G",1,1,1,0,0,0,0,0,0
"464",464,"Zaka",2017,"05",47.1771438466114,67.2756878657255,30.0443555172771,"H",1,1,1,0,0,0,0,0,0
"465",465,"Zvimba",2016,"10",13.4878113590978,14.1520516913528,13.0600553661603,"A",0,0,0,0,0,0,1,1,1
"466",466,"Zvimba",2016,"11",27.4833504490954,62.1068982098081,13.3056042389622,"B",1,1,0,0,0,0,0,0,1
"467",467,"Zvimba",2016,"12",105.656528266446,137.154184970331,58.4506587640955,"C",0,0,1,1,1,0,0,0,0
"468",468,"Zvimba",2017,"01",137.997811730924,138.332589866918,137.097034756372,"D",0,0,0,1,1,1,0,0,0
"469",469,"Zvimba",2017,"02",137.752057092027,138.183150198934,135.920958081283,"E",0,0,0,1,1,1,0,0,0
"470",470,"Zvimba",2017,"03",116.229061883068,137.934152868545,90.6961943734895,"F",0,0,1,1,1,0,0,0,0
"471",471,"Zvimba",2017,"04",64.3977723514866,80.288690843378,55.6529587687338,"G",1,1,1,0,0,0,0,0,0
"472",472,"Zvimba",2017,"05",42.4833218383045,57.5281185014824,30.6391144550831,"H",1,1,1,0,0,0,0,0,0
"473",473,"Zvishavane",2016,"10",12.6340759109528,14.8914484345554,11.4955528692561,"A",0,0,0,0,0,0,1,1,1
"474",474,"Zvishavane",2016,"11",17.3768994497799,37.9496269944289,11.5549330714183,"B",0,1,0,0,0,0,1,0,1
"475",475,"Zvishavane",2016,"12",63.3882206193895,111.253644858683,18.3618709745189,"C",1,0,0,0,1,0,0,0,1
"476",476,"Zvishavane",2017,"01",115.633378402468,123.691251043907,105.537195233608,"D",0,0,0,1,1,1,0,0,0
"477",477,"Zvishavane",2017,"02",114.780097009494,124.222056407855,83.625954085483,"E",0,0,1,1,1,0,0,0,0
"478",478,"Zvishavane",2017,"03",95.6162295292703,122.003294596499,57.7086622378685,"F",1,0,1,0,1,0,0,0,0
"479",479,"Zvishavane",2017,"04",36.6977480729239,48.1528882791674,26.9250142964338,"G",1,1,1,0,0,0,0,0,0
"480",480,"Zvishavane",2017,"05",29.5502024224254,44.3539605241322,19.3940613117194,"H",1,1,0,0,0,0,0,0,1
